speech,model,cef,utterance_id,user_id,token_index,error_type,source_word,source_pos,source_pos_group,source_dep,destination_word,destination_pos,destination_pos_group,destination_dep
read,chirp,A1,n000016-fn000030-132.3106-134.2663,n000016,1,deletion,bl,SYM,other,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-134.2663-135.7576,n000016,0,substitution,spullen,NOUN,open_class,ROOT,spelen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-139.6378-142.7007,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,eh,INTJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-139.6378-142.7007,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,twee,NUM,closed_class,fixed
read,chirp,A1,n000016-fn000030-139.6378-142.7007,n000016,2,insertion,<ins>,<ins>,<ins>,<ins>,eh,INTJ,open_class,fixed
read,chirp,A1,n000016-fn000030-139.6378-142.7007,n000016,4,substitution,tweede,ADJ,open_class,amod,de,DET,closed_class,det
read,chirp,A1,n000016-fn000030-139.6378-142.7007,n000016,5,substitution,handel,NOUN,open_class,ROOT,handen,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-143.0937-144.1802,n000016,0,substitution,spullen,NOUN,open_class,ROOT,spelen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-151.4450-154.2596,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,probeer,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-151.4450-154.2596,n000016,1,substitution,probier,PROPN,open_class,nsubj,het,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-156.7205-158.7280,n000016,0,substitution,ook,ADV,open_class,advmod,oké,ADJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-156.7205-158.7280,n000016,1,substitution,ook,ADV,open_class,ROOT,oké,ADJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-158.7280-161.4209,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,twee,NUM,closed_class,nmod
read,chirp,A1,n000016-fn000030-158.7280-161.4209,n000016,2,substitution,tweed,ADJ,open_class,ROOT,twee,NUM,closed_class,fixed
read,chirp,A1,n000016-fn000030-158.7280-161.4209,n000016,3,substitution,tweede,ADJ,open_class,amod,de,DET,closed_class,det
read,chirp,A1,n000016-fn000030-158.7280-161.4209,n000016,4,substitution,handels,NOUN,open_class,nmod,handel,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-161.4209-162.8935,n000016,2,substitution,de,DET,closed_class,ROOT,duur,ADJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-165.1238-167.8866,n000016,0,deletion,n,ADJ,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-165.1238-167.8866,n000016,1,substitution,nooit,ADV,open_class,dep,houd,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-168.4868-170.5296,n000016,4,substitution,betaal,VERB,open_class,ROOT,betaald,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-170.9921-173.0927,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,hebt,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-170.9921-173.0927,n000016,2,substitution,betaal,VERB,open_class,ROOT,beter,ADJ,open_class,advmod
read,chirp,A1,n000016-fn000030-173.5004-176.1597,n000016,2,substitution,vraag,NOUN,open_class,ROOT,vraagt,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-176.6150-179.0895,n000016,0,substitution,spullen,NOUN,open_class,ROOT,spelen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-176.6150-179.0895,n000016,2,substitution,zoals,SCONJ,closed_class,ROOT,souls,PROPN,open_class,obl
read,chirp,A1,n000016-fn000030-179.5283-182.2083,n000016,1,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-179.5283-182.2083,n000016,3,substitution,speler,NOUN,open_class,ROOT,spelen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-185.3743-188.2303,n000016,0,deletion,pos,VERB,open_class,nsubj,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-185.3743-188.2303,n000016,2,deletion,kun,AUX,closed_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-185.3743-188.2303,n000016,3,substitution,je,PRON,closed_class,nsubj,postgunner,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-188.6173-190.7386,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,we,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-188.6173-190.7386,n000016,1,substitution,versturen,VERB,open_class,ROOT,sturen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-190.7386-194.0395,n000016,0,substitution,brie,NOUN,open_class,ROOT,bril,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-190.7386-194.0395,n000016,1,substitution,ven,PROPN,open_class,flat,fijn,ADJ,open_class,amod
read,chirp,A1,n000016-fn000030-194.9320-197.9224,n000016,1,deletion,je,PRON,closed_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-194.9320-197.9224,n000016,2,substitution,één,NUM,closed_class,nummod,jou,PRON,closed_class,nmod
read,chirp,A1,n000016-fn000030-194.9320-197.9224,n000016,3,substitution,brief,NOUN,open_class,parataxis,inbrei,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-194.9320-197.9224,n000016,5,substitution,'s,DET,closed_class,amod,s,NOUN,open_class,nmod
read,chirp,A1,n000016-fn000030-197.9224-199.6843,n000016,3,deletion,doet,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-20.8202-23.1898,n000016,0,substitution,wilt,VERB,open_class,ROOT,wil,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-20.8202-23.1898,n000016,2,substitution,naar,ADP,closed_class,case,nou,ADV,open_class,advmod
read,chirp,A1,n000016-fn000030-201.8263-204.6967,n000016,1,substitution,vo,PROPN,open_class,flat,voor,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-207.3115-210.6020,n000016,0,deletion,in,ADP,closed_class,case,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-207.3115-210.6020,n000016,1,deletion,de,DET,closed_class,det,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-207.3115-210.6020,n000016,2,substitution,bre,NOUN,open_class,ROOT,een,DET,closed_class,det
read,chirp,A1,n000016-fn000030-207.3115-210.6020,n000016,3,substitution,brievenbus,NOUN,open_class,nmod,bruiloftbuss,ADJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-210.6020-213.3750,n000016,2,deletion,je,PRON,closed_class,nsubj,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-213.3750-215.0245,n000016,1,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-213.3750-215.0245,n000016,2,substitution,pakket,NOUN,open_class,ROOT,pakit,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-215.6495-218.3295,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,pak,VERB,open_class,nsubj
read,chirp,A1,n000016-fn000030-215.6495-218.3295,n000016,1,substitution,pakketten,NOUN,open_class,nsubj,eten,VERB,open_class,appos
read,chirp,A1,n000016-fn000030-218.3295-221.7856,n000016,1,deletion,vers,ADJ,open_class,obl,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-218.3295-221.7856,n000016,2,substitution,verschillende,ADJ,open_class,ROOT,wisselende,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-222.2628-223.9702,n000016,1,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-224.3825-225.5621,n000016,2,substitution,ze,PRON,closed_class,obj,zo,ADV,open_class,advmod
read,chirp,A1,n000016-fn000030-225.5621-228.5836,n000016,0,substitution,albe,PROPN,open_class,ROOT,allebei,PRON,closed_class,amod
read,chirp,A1,n000016-fn000030-225.5621-228.5836,n000016,1,substitution,aller,PRON,closed_class,ROOT,alle,DET,closed_class,det
read,chirp,A1,n000016-fn000030-225.5621-228.5836,n000016,2,substitution,allerlei,DET,closed_class,ROOT,alle,PRON,closed_class,ROOT
read,chirp,A1,n000016-fn000030-229.0046-231.9922,n000016,0,deletion,ding,NOUN,open_class,nsubj,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-235.2941-237.4774,n000016,0,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-235.2941-237.4774,n000016,1,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-235.2941-237.4774,n000016,2,substitution,gemeenten,NOUN,open_class,ROOT,gemünd,PROPN,open_class,obl
read,chirp,A1,n000016-fn000030-237.4774-239.2469,n000016,0,deletion,een,DET,closed_class,det,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-237.4774-239.2469,n000016,1,substitution,stad,NOUN,open_class,ROOT,instead,PROPN,open_class,ROOT
read,chirp,A1,n000016-fn000030-237.4774-239.2469,n000016,3,substitution,een,DET,closed_class,conj,in,ADP,closed_class,conj
read,chirp,A1,n000016-fn000030-241.8290-243.2673,n000016,0,deletion,klein,ADJ,open_class,amod,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-241.8290-243.2673,n000016,1,substitution,dorpen,NOUN,open_class,ROOT,kleindorpen,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-244.0816-248.2621,n000016,0,deletion,am,PROPN,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-244.0816-248.2621,n000016,1,substitution,ambe,PROPN,open_class,flat,aan,ADP,closed_class,ROOT
read,chirp,A1,n000016-fn000030-244.0816-248.2621,n000016,2,substitution,te,ADP,closed_class,mark,aan,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-244.0816-248.2621,n000016,3,substitution,na,ADP,closed_class,fixed,het,DET,closed_class,det
read,chirp,A1,n000016-fn000030-244.0816-248.2621,n000016,4,substitution,ren,NOUN,open_class,ROOT,inhuren,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-248.8354-250.3979,n000016,2,substitution,gemeenten,NOUN,open_class,ROOT,gemeente,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-250.3979-252.7261,n000016,0,deletion,con,SYM,other,advmod,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-250.3979-252.7261,n000016,1,substitution,troleren,VERB,open_class,ROOT,controleren,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-250.3979-252.7261,n000016,2,substitution,of,CCONJ,closed_class,ROOT,op,ADP,closed_class,ROOT
read,chirp,A1,n000016-fn000030-257.8963-260.5453,n000016,0,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-257.8963-260.5453,n000016,2,substitution,zorgt,VERB,open_class,ROOT,zorg,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-260.5453-263.1529,n000016,1,deletion,goede,ADJ,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-263.1529-266.3529,n000016,1,deletion,sta,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-263.1529-266.3529,n000016,2,substitution,straten,NOUN,open_class,nsubj,starten,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-266.9531-268.9191,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-266.9531-268.9191,n000016,1,substitution,en,CCONJ,closed_class,cc,veertien,NUM,closed_class,nummod
read,chirp,A1,n000016-fn000030-266.9531-268.9191,n000016,2,substitution,fietsenpaden,NOUN,open_class,ROOT,paden,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-269.3952-271.7751,n000016,1,substitution,zorgt,VERB,open_class,ROOT,zorgde,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-269.3952-271.7751,n000016,3,insertion,<ins>,<ins>,<ins>,<ins>,chemie,NOUN,open_class,nsubj
read,chirp,A1,n000016-fn000030-269.3952-271.7751,n000016,4,substitution,gemeente,NOUN,open_class,nsubj,niet,ADV,open_class,advmod
read,chirp,A1,n000016-fn000030-272.1269-273.4086,n000016,0,substitution,bomen,NOUN,open_class,ROOT,boomen,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-273.9344-276.0708,n000016,1,substitution,parken,NOUN,open_class,ROOT,parking,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-276.0708-277.7090,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,hoe,ADV,open_class,ROOT
read,chirp,A1,n000016-fn000030-277.7090-279.7732,n000016,0,deletion,be,CCONJ,closed_class,mark,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-280.1038-282.4498,n000016,2,insertion,<ins>,<ins>,<ins>,<ins>,een,DET,closed_class,det
read,chirp,A1,n000016-fn000030-280.1038-282.4498,n000016,3,substitution,voldoe,VERB,open_class,ROOT,folder,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-282.4498-283.5723,n000016,0,substitution,voldenende,VERB,open_class,ROOT,volgende,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-291.2540-293.6389,n000016,3,substitution,één,NUM,closed_class,nummod,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-291.2540-293.6389,n000016,4,substitution,balie,NOUN,open_class,ROOT,bali,NOUN,open_class,nmod
read,chirp,A1,n000016-fn000030-294.2425-297.1512,n000016,1,substitution,voorbleid,NOUN,open_class,ROOT,voorbeeldden,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-297.1512-299.5974,n000016,0,substitution,gemeentehuis,NOUN,open_class,ROOT,gemeenthuis,PROPN,open_class,ROOT
read,chirp,A1,n000016-fn000030-299.5974-301.6284,n000016,0,deletion,of,CCONJ,closed_class,cc,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-299.5974-301.6284,n000016,1,substitution,naar,ADP,closed_class,case,openen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-299.5974-301.6284,n000016,2,substitution,'t,DET,closed_class,det,buitenpost,NOUN,open_class,nsubj
read,chirp,A1,n000016-fn000030-299.5974-301.6284,n000016,3,substitution,postkantoor,NOUN,open_class,ROOT,kantoor,NOUN,open_class,appos
read,chirp,A1,n000016-fn000030-30.4607-33.3166,n000016,0,deletion,veel,DET,closed_class,det,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-30.4607-33.3166,n000016,1,deletion,neder,ADV,open_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-30.4607-33.3166,n000016,2,substitution,veel,DET,closed_class,det,film,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-30.4607-33.3166,n000016,3,substitution,nederl,PROPN,open_class,ROOT,film,NOUN,open_class,appos
read,chirp,A1,n000016-fn000030-306.7765-309.2337,n000016,0,substitution,tot,ADP,closed_class,case,toet,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-306.7765-309.2337,n000016,1,substitution,je,PRON,closed_class,obl,u,PRON,closed_class,parataxis
read,chirp,A1,n000016-fn000030-309.6726-312.5849,n000016,5,substitution,ander,ADJ,open_class,amod,anders,ADJ,open_class,amod
read,chirp,A1,n000016-fn000030-313.0975-315.2008,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,nee,INTJ,open_class,parataxis
read,chirp,A1,n000016-fn000030-315.6660-318.4005,n000016,1,substitution,kwij,NOUN,open_class,appos,kwijt,ADJ,open_class,amod
read,chirp,A1,n000016-fn000030-321.2069-323.2900,n000016,0,deletion,soms,ADV,open_class,advmod,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-321.2069-323.2900,n000016,1,substitution,kun,AUX,closed_class,ROOT,sommige,DET,closed_class,det
read,chirp,A1,n000016-fn000030-321.2069-323.2900,n000016,2,substitution,je,PRON,closed_class,nsubj,konijnen,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-323.6843-325.9703,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,nummer,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-323.6843-325.9703,n000016,2,substitution,nummertje,NOUN,open_class,nmod,twee,NUM,closed_class,ROOT
read,chirp,A1,n000016-fn000030-325.9703-328.9104,n000016,0,substitution,trekken,VERB,open_class,ROOT,drinken,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-325.9703-328.9104,n000016,2,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-325.9703-328.9104,n000016,3,substitution,paraat,ADJ,open_class,obl,apparaat,NOUN,open_class,obl
read,chirp,A1,n000016-fn000030-328.9104-330.5861,n000016,0,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-328.9104-330.5861,n000016,3,insertion,<ins>,<ins>,<ins>,<ins>,ook,ADV,open_class,advmod
read,chirp,A1,n000016-fn000030-328.9104-330.5861,n000016,5,substitution,de,DET,closed_class,fixed,doen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-33.7098-35.9949,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,wij,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-33.7098-35.9949,n000016,1,substitution,vieren,VERB,open_class,ROOT,zijn,AUX,closed_class,cop
read,chirp,A1,n000016-fn000030-33.7098-35.9949,n000016,4,deletion,hun,PRON,closed_class,obj,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-331.0512-333.8826,n000016,0,substitution,balie,NOUN,open_class,nsubj,bellen,VERB,open_class,nsubj
read,chirp,A1,n000016-fn000030-334.3330-337.2655,n000016,4,deletion,uru,ADV,open_class,advmod,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-334.3330-337.2655,n000016,5,deletion,urg,PROPN,open_class,obl,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-334.3330-337.2655,n000016,6,substitution,lang,ADJ,open_class,ROOT,erger,ADJ,open_class,ROOT
read,chirp,A1,n000016-fn000030-337.2655-339.6520,n000016,0,substitution,duurt,VERB,open_class,ROOT,durd,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-337.2655-339.6520,n000016,2,substitution,jouw,PRON,closed_class,nmod:poss,jou,PRON,closed_class,nmod:poss
read,chirp,A1,n000016-fn000030-337.2655-339.6520,n000016,4,deletion,aan,ADP,closed_class,compound:prt,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-337.2655-339.6520,n000016,5,substitution,de,DET,closed_class,fixed,één,NUM,closed_class,appos
read,chirp,A1,n000016-fn000030-340.1747-342.8847,n000016,0,substitution,beurt,NOUN,open_class,ROOT,dit,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-340.1747-342.8847,n000016,4,substitution,wel,ADV,open_class,advmod,veel,PRON,closed_class,advmod
read,chirp,A1,n000016-fn000030-340.1747-342.8847,n000016,6,substitution,één,NUM,closed_class,ROOT,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-343.4032-345.1728,n000016,0,substitution,boodschap,NOUN,open_class,obj,boodschappen,NOUN,open_class,obj
read,chirp,A1,n000016-fn000030-347.2862-349.6031,n000016,0,deletion,te,ADV,open_class,advmod,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-347.2862-349.6031,n000016,1,substitution,lang,ADJ,open_class,ROOT,toelang,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-347.2862-349.6031,n000016,2,substitution,want,CCONJ,closed_class,cc,van,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-35.9949-38.1885,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,vierde,ADJ,open_class,amod
read,chirp,A1,n000016-fn000030-35.9949-38.1885,n000016,1,substitution,ver,ADJ,open_class,amod,jaar,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-35.9949-38.1885,n000016,2,substitution,jaardag,NOUN,open_class,ROOT,dag,NOUN,open_class,nmod
read,chirp,A1,n000016-fn000030-350.0507-352.2657,n000016,0,substitution,geweest,AUX,closed_class,ROOT,gewoonst,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-350.0507-352.2657,n000016,2,deletion,moet,AUX,closed_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-352.2657-354.5374,n000016,2,substitution,een,DET,closed_class,det,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-358.3263-360.2440,n000016,0,substitution,het,DET,closed_class,det,u,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-358.3263-360.2440,n000016,1,substitution,nederlan,NOUN,open_class,ROOT,kunt,AUX,closed_class,ROOT
read,chirp,A1,n000016-fn000030-360.6537-362.9332,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,het,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-360.6537-362.9332,n000016,2,deletion,heeft,AUX,closed_class,ROOT,<del>,<del>,<del>,<del>
read,chirp,A1,n000016-fn000030-360.6537-362.9332,n000016,3,substitution,één,NUM,closed_class,punct,in,ADP,closed_class,ROOT
read,chirp,A1,n000016-fn000030-362.9332-365.3282,n000016,0,substitution,apart,ADJ,open_class,amod,apparaat,NOUN,open_class,nsubj
read,chirp,A1,n000016-fn000030-362.9332-365.3282,n000016,3,substitution,gezin,NOUN,open_class,nmod,gissen,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-365.9686-368.1128,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,en,CCONJ,closed_class,cc
read,chirp,A1,n000016-fn000030-365.9686-368.1128,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,hij,PRON,closed_class,nsubj
read,chirp,A1,n000016-fn000030-365.9686-368.1128,n000016,2,substitution,één,NUM,closed_class,nummod,is,AUX,closed_class,aux:pass
read,chirp,A1,n000016-fn000030-365.9686-368.1128,n000016,3,substitution,gezin,NOUN,open_class,nsubj,een,DET,closed_class,obj
read,chirp,A1,n000016-fn000030-365.9686-368.1128,n000016,4,substitution,bestaat,VERB,open_class,ROOT,besteld,VERB,open_class,ROOT
read,chirp,A1,n000016-fn000030-368.1128-370.5074,n000016,0,substitution,uit,ADP,closed_class,case,out,SYM,other,ROOT
read,chirp,A1,n000016-fn000030-368.1128-370.5074,n000016,1,substitution,ouders,NOUN,open_class,ROOT,orders,NOUN,open_class,fixed
read,chirp,A1,n000016-fn000030-368.1128-370.5074,n000016,2,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,fixed
read,chirp,A1,n000016-fn000030-373.7521-376.1809,n000016,0,substitution,apart,ADJ,open_class,ROOT,apparaat,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-376.1809-376.8825,n000016,0,substitution,familie,NOUN,open_class,ROOT,family,SYM,other,ROOT
read,chirp,A1,n000016-fn000030-379.6974-382.0714,n000016,0,substitution,opa's,NOUN,open_class,ROOT,oppas,NOUN,open_class,ROOT
read,chirp,A1,n000016-fn000030-379.6974-382.0714,n000016,1,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-38.1885-41.0755,n000016,0,substitution,en,CCONJ,closed_class,cc,een,DET,closed_class,det
read,chirp,A1,n000016-fn000030-38.1885-41.0755,n000016,1,substitution,hun,PRON,closed_class,nmod:poss,koninklijke,ADJ,open_class,amod
read,chirp,A1,n000016-fn000030-382.0714-384.0988,n000016,1,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
read,chirp,A1,n000016-fn000030-382.0714-384.0988,n000016,2,substitution,ooms,NOUN,open_class,conj,oms,DET,closed_class,nmod
read,chirp,A1,n000016-fn000030-384.5473-387.0579,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,eh,INTJ,open_class,mark
read,chirp,A1,n000016-fn000030-384.5473-387.0579,n000016,1,substitution,neven,NOUN,open_class,ROOT,negen,NUM,closed_class,fixed
read,chirp,A1,n000016-fn000030-384.5473-387.0579,n000016,2,substitution,en,CCONJ,closed_class,cc,in,ADP,closed_class,case
