utterance_id,token_index,error_type,source_word,source_pos,source_dep,destination_word,destination_pos,destination_dep
n000016-fn000030-185.3743-188.2303,2,deletion,kun,AUX,ROOT,<del>,<del>,<del>
n000016-fn000030-185.3743-188.2303,3,substitution,je,PRON,nsubj,postgunner,NOUN,ROOT
n000016-fn000030-188.6173-190.7386,0,insertion,<ins>,<ins>,<ins>,we,PRON,nsubj
n000016-fn000030-188.6173-190.7386,1,substitution,versturen,VERB,ROOT,sturen,VERB,ROOT
n000016-fn000030-190.7386-194.0395,0,substitution,brie,NOUN,ROOT,bril,NOUN,ROOT
n000016-fn000030-190.7386-194.0395,1,substitution,ven,PROPN,flat,fijn,ADJ,amod
n000016-fn000030-194.9320-197.9224,1,deletion,je,PRON,ROOT,<del>,<del>,<del>
n000016-fn000030-194.9320-197.9224,2,substitution,één,NUM,nummod,jou,PRON,nmod
n000016-fn000030-194.9320-197.9224,3,substitution,brief,NOUN,parataxis,inbrei,NOUN,ROOT
n000016-fn000030-194.9320-197.9224,5,substitution,'s,DET,amod,s,NOUN,nmod
n000016-fn000030-197.9224-199.6843,3,deletion,doet,VERB,ROOT,<del>,<del>,<del>
n000016-fn000030-20.8202-23.1898,0,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000016-fn000030-20.8202-23.1898,2,substitution,naar,ADP,case,nou,ADV,advmod
n000016-fn000030-201.8263-204.6967,1,substitution,vo,PROPN,flat,voor,ADP,case
n000016-fn000030-207.3115-210.6020,0,deletion,in,ADP,case,<del>,<del>,<del>
n000016-fn000030-207.3115-210.6020,1,deletion,de,DET,det,<del>,<del>,<del>
n000016-fn000030-207.3115-210.6020,2,substitution,bre,NOUN,ROOT,een,DET,det
n000016-fn000030-207.3115-210.6020,3,substitution,brievenbus,NOUN,nmod,bruiloftbuss,ADJ,ROOT
n000016-fn000030-210.6020-213.3750,2,deletion,je,PRON,nsubj,<del>,<del>,<del>
n000016-fn000030-213.3750-215.0245,1,substitution,een,DET,det,in,ADP,case
n000016-fn000030-213.3750-215.0245,2,substitution,pakket,NOUN,ROOT,pakit,NOUN,ROOT
n000016-fn000030-215.6495-218.3295,0,insertion,<ins>,<ins>,<ins>,pak,VERB,nsubj
n000016-fn000030-215.6495-218.3295,1,substitution,pakketten,NOUN,nsubj,eten,VERB,appos
n000016-fn000030-218.3295-221.7856,1,deletion,vers,ADJ,obl,<del>,<del>,<del>
n000016-fn000030-218.3295-221.7856,2,substitution,verschillende,ADJ,ROOT,wisselende,VERB,ROOT
n000016-fn000030-222.2628-223.9702,1,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-224.3825-225.5621,2,substitution,ze,PRON,obj,zo,ADV,advmod
n000016-fn000030-225.5621-228.5836,0,substitution,albe,PROPN,ROOT,allebei,PRON,amod
n000016-fn000030-225.5621-228.5836,1,substitution,aller,PRON,ROOT,alle,DET,det
n000016-fn000030-225.5621-228.5836,2,substitution,allerlei,DET,ROOT,alle,PRON,ROOT
n000016-fn000030-229.0046-231.9922,0,deletion,ding,NOUN,nsubj,<del>,<del>,<del>
n000016-fn000030-235.2941-237.4774,0,substitution,een,DET,det,in,ADP,case
n000016-fn000030-235.2941-237.4774,1,substitution,een,DET,det,in,ADP,case
n000016-fn000030-235.2941-237.4774,2,substitution,gemeenten,NOUN,ROOT,gemünd,PROPN,obl
n000016-fn000030-237.4774-239.2469,0,deletion,een,DET,det,<del>,<del>,<del>
n000016-fn000030-237.4774-239.2469,1,substitution,stad,NOUN,ROOT,instead,PROPN,ROOT
n000016-fn000030-237.4774-239.2469,3,substitution,een,DET,conj,in,ADP,conj
n000016-fn000030-241.8290-243.2673,0,deletion,klein,ADJ,amod,<del>,<del>,<del>
n000016-fn000030-241.8290-243.2673,1,substitution,dorpen,NOUN,ROOT,kleindorpen,NOUN,ROOT
n000016-fn000030-244.0816-248.2621,0,deletion,am,PROPN,ROOT,<del>,<del>,<del>
n000016-fn000030-244.0816-248.2621,1,substitution,ambe,PROPN,flat,aan,ADP,ROOT
n000016-fn000030-244.0816-248.2621,2,substitution,te,ADP,mark,aan,ADP,case
n000016-fn000030-244.0816-248.2621,3,substitution,na,ADP,fixed,het,DET,det
n000016-fn000030-244.0816-248.2621,4,substitution,ren,NOUN,ROOT,inhuren,VERB,ROOT
n000016-fn000030-248.8354-250.3979,2,substitution,gemeenten,NOUN,ROOT,gemeente,NOUN,ROOT
n000016-fn000030-250.3979-252.7261,0,deletion,con,SYM,advmod,<del>,<del>,<del>
n000016-fn000030-250.3979-252.7261,1,substitution,troleren,VERB,ROOT,controleren,VERB,ROOT
n000016-fn000030-250.3979-252.7261,2,substitution,of,CCONJ,ROOT,op,ADP,ROOT
n000016-fn000030-257.8963-260.5453,0,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-257.8963-260.5453,2,substitution,zorgt,VERB,ROOT,zorg,NOUN,ROOT
n000016-fn000030-260.5453-263.1529,1,deletion,goede,ADJ,ROOT,<del>,<del>,<del>
n000016-fn000030-263.1529-266.3529,1,deletion,sta,VERB,ROOT,<del>,<del>,<del>
n000016-fn000030-263.1529-266.3529,2,substitution,straten,NOUN,nsubj,starten,VERB,ROOT
n000016-fn000030-266.9531-268.9191,0,insertion,<ins>,<ins>,<ins>,in,ADP,case
n000016-fn000030-266.9531-268.9191,1,substitution,en,CCONJ,cc,veertien,NUM,nummod
n000016-fn000030-266.9531-268.9191,2,substitution,fietsenpaden,NOUN,ROOT,paden,NOUN,ROOT
n000016-fn000030-269.3952-271.7751,1,substitution,zorgt,VERB,ROOT,zorgde,VERB,ROOT
n000016-fn000030-269.3952-271.7751,3,insertion,<ins>,<ins>,<ins>,chemie,NOUN,nsubj
n000016-fn000030-269.3952-271.7751,4,substitution,gemeente,NOUN,nsubj,niet,ADV,advmod
n000016-fn000030-272.1269-273.4086,0,substitution,bomen,NOUN,ROOT,boomen,NOUN,ROOT
n000016-fn000030-273.9344-276.0708,1,substitution,parken,NOUN,ROOT,parking,NOUN,ROOT
n000016-fn000030-276.0708-277.7090,0,insertion,<ins>,<ins>,<ins>,hoe,ADV,ROOT
n000016-fn000030-277.7090-279.7732,0,deletion,be,CCONJ,mark,<del>,<del>,<del>
n000016-fn000030-280.1038-282.4498,2,insertion,<ins>,<ins>,<ins>,een,DET,det
n000016-fn000030-280.1038-282.4498,3,substitution,voldoe,VERB,ROOT,folder,NOUN,ROOT
n000016-fn000030-282.4498-283.5723,0,substitution,voldenende,VERB,ROOT,volgende,VERB,ROOT
n000016-fn000030-291.2540-293.6389,3,substitution,één,NUM,nummod,in,ADP,case
n000016-fn000030-291.2540-293.6389,4,substitution,balie,NOUN,ROOT,bali,NOUN,nmod
n000016-fn000030-294.2425-297.1512,1,substitution,voorbleid,NOUN,ROOT,voorbeeldden,NOUN,ROOT
n000016-fn000030-297.1512-299.5974,0,substitution,gemeentehuis,NOUN,ROOT,gemeenthuis,PROPN,ROOT
n000016-fn000030-299.5974-301.6284,0,deletion,of,CCONJ,cc,<del>,<del>,<del>
n000016-fn000030-299.5974-301.6284,1,substitution,naar,ADP,case,openen,VERB,ROOT
n000016-fn000030-299.5974-301.6284,2,substitution,'t,DET,det,buitenpost,NOUN,nsubj
n000016-fn000030-299.5974-301.6284,3,substitution,postkantoor,NOUN,ROOT,kantoor,NOUN,appos
n000016-fn000030-30.4607-33.3166,0,deletion,veel,DET,det,<del>,<del>,<del>
n000016-fn000030-30.4607-33.3166,1,deletion,neder,ADV,ROOT,<del>,<del>,<del>
n000016-fn000030-30.4607-33.3166,2,substitution,veel,DET,det,film,NOUN,ROOT
n000016-fn000030-30.4607-33.3166,3,substitution,nederl,PROPN,ROOT,film,NOUN,appos
n000016-fn000030-306.7765-309.2337,0,substitution,tot,ADP,case,toet,VERB,ROOT
n000016-fn000030-306.7765-309.2337,1,substitution,je,PRON,obl,u,PRON,parataxis
n000016-fn000030-309.6726-312.5849,5,substitution,ander,ADJ,amod,anders,ADJ,amod
n000016-fn000030-313.0975-315.2008,0,insertion,<ins>,<ins>,<ins>,nee,INTJ,parataxis
n000016-fn000030-315.6660-318.4005,1,substitution,kwij,NOUN,appos,kwijt,ADJ,amod
n000016-fn000030-321.2069-323.2900,0,deletion,soms,ADV,advmod,<del>,<del>,<del>
n000016-fn000030-321.2069-323.2900,1,substitution,kun,AUX,ROOT,sommige,DET,det
n000016-fn000030-321.2069-323.2900,2,substitution,je,PRON,nsubj,konijnen,NOUN,ROOT
n000016-fn000030-323.6843-325.9703,0,insertion,<ins>,<ins>,<ins>,nummer,NOUN,ROOT
n000016-fn000030-323.6843-325.9703,2,substitution,nummertje,NOUN,nmod,twee,NUM,ROOT
n000016-fn000030-325.9703-328.9104,0,substitution,trekken,VERB,ROOT,drinken,VERB,ROOT
n000016-fn000030-325.9703-328.9104,2,substitution,een,DET,det,in,ADP,case
n000016-fn000030-325.9703-328.9104,3,substitution,paraat,ADJ,obl,apparaat,NOUN,obl
n000016-fn000030-328.9104-330.5861,0,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-328.9104-330.5861,3,insertion,<ins>,<ins>,<ins>,ook,ADV,advmod
n000016-fn000030-328.9104-330.5861,5,substitution,de,DET,fixed,doen,VERB,ROOT
n000016-fn000030-33.7098-35.9949,0,insertion,<ins>,<ins>,<ins>,wij,PRON,nsubj
n000016-fn000030-33.7098-35.9949,1,substitution,vieren,VERB,ROOT,zijn,AUX,cop
n000016-fn000030-33.7098-35.9949,4,deletion,hun,PRON,obj,<del>,<del>,<del>
n000016-fn000030-331.0512-333.8826,0,substitution,balie,NOUN,nsubj,bellen,VERB,nsubj
n000016-fn000030-334.3330-337.2655,4,deletion,uru,ADV,advmod,<del>,<del>,<del>
n000016-fn000030-334.3330-337.2655,5,deletion,urg,PROPN,obl,<del>,<del>,<del>
n000016-fn000030-334.3330-337.2655,6,substitution,lang,ADJ,ROOT,erger,ADJ,ROOT
n000016-fn000030-337.2655-339.6520,0,substitution,duurt,VERB,ROOT,durd,NOUN,ROOT
n000016-fn000030-337.2655-339.6520,2,substitution,jouw,PRON,nmod:poss,jou,PRON,nmod:poss
n000016-fn000030-337.2655-339.6520,4,deletion,aan,ADP,compound:prt,<del>,<del>,<del>
n000016-fn000030-337.2655-339.6520,5,substitution,de,DET,fixed,één,NUM,appos
n000016-fn000030-340.1747-342.8847,0,substitution,beurt,NOUN,ROOT,dit,PRON,nsubj
n000016-fn000030-340.1747-342.8847,4,substitution,wel,ADV,advmod,veel,PRON,advmod
n000016-fn000030-340.1747-342.8847,6,substitution,één,NUM,ROOT,in,ADP,case
n000016-fn000030-343.4032-345.1728,0,substitution,boodschap,NOUN,obj,boodschappen,NOUN,obj
n000016-fn000030-347.2862-349.6031,0,deletion,te,ADV,advmod,<del>,<del>,<del>
n000016-fn000030-347.2862-349.6031,1,substitution,lang,ADJ,ROOT,toelang,NOUN,ROOT
n000016-fn000030-347.2862-349.6031,2,substitution,want,CCONJ,cc,van,ADP,case
n000016-fn000030-35.9949-38.1885,0,insertion,<ins>,<ins>,<ins>,vierde,ADJ,amod
n000016-fn000030-35.9949-38.1885,1,substitution,ver,ADJ,amod,jaar,NOUN,ROOT
n000016-fn000030-35.9949-38.1885,2,substitution,jaardag,NOUN,ROOT,dag,NOUN,nmod
n000016-fn000030-350.0507-352.2657,0,substitution,geweest,AUX,ROOT,gewoonst,NOUN,ROOT
n000016-fn000030-350.0507-352.2657,2,deletion,moet,AUX,ROOT,<del>,<del>,<del>
n000016-fn000030-352.2657-354.5374,2,substitution,een,DET,det,in,ADP,case
n000016-fn000030-358.3263-360.2440,0,substitution,het,DET,det,u,PRON,nsubj
n000016-fn000030-358.3263-360.2440,1,substitution,nederlan,NOUN,ROOT,kunt,AUX,ROOT
n000016-fn000030-360.6537-362.9332,0,insertion,<ins>,<ins>,<ins>,het,PRON,nsubj
n000016-fn000030-360.6537-362.9332,2,deletion,heeft,AUX,ROOT,<del>,<del>,<del>
n000016-fn000030-360.6537-362.9332,3,substitution,één,NUM,punct,in,ADP,ROOT
n000016-fn000030-362.9332-365.3282,0,substitution,apart,ADJ,amod,apparaat,NOUN,nsubj
n000016-fn000030-362.9332-365.3282,3,substitution,gezin,NOUN,nmod,gissen,VERB,ROOT
n000016-fn000030-365.9686-368.1128,0,insertion,<ins>,<ins>,<ins>,en,CCONJ,cc
n000016-fn000030-365.9686-368.1128,1,insertion,<ins>,<ins>,<ins>,hij,PRON,nsubj
n000016-fn000030-365.9686-368.1128,2,substitution,één,NUM,nummod,is,AUX,aux:pass
n000016-fn000030-365.9686-368.1128,3,substitution,gezin,NOUN,nsubj,een,DET,obj
n000016-fn000030-365.9686-368.1128,4,substitution,bestaat,VERB,ROOT,besteld,VERB,ROOT
n000016-fn000030-368.1128-370.5074,0,substitution,uit,ADP,case,out,SYM,ROOT
n000016-fn000030-368.1128-370.5074,1,substitution,ouders,NOUN,ROOT,orders,NOUN,fixed
n000016-fn000030-368.1128-370.5074,2,substitution,en,CCONJ,cc,in,ADP,fixed
n000016-fn000030-373.7521-376.1809,0,substitution,apart,ADJ,ROOT,apparaat,NOUN,ROOT
n000016-fn000030-376.1809-376.8825,0,substitution,familie,NOUN,ROOT,family,SYM,ROOT
n000016-fn000030-379.6974-382.0714,0,substitution,opa's,NOUN,ROOT,oppas,NOUN,ROOT
n000016-fn000030-379.6974-382.0714,1,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-38.1885-41.0755,0,substitution,en,CCONJ,cc,een,DET,det
n000016-fn000030-38.1885-41.0755,1,substitution,hun,PRON,nmod:poss,koninklijke,ADJ,amod
n000016-fn000030-382.0714-384.0988,1,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-382.0714-384.0988,2,substitution,ooms,NOUN,conj,oms,DET,nmod
n000016-fn000030-384.5473-387.0579,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,mark
n000016-fn000030-384.5473-387.0579,1,substitution,neven,NOUN,ROOT,negen,NUM,fixed
n000016-fn000030-384.5473-387.0579,2,substitution,en,CCONJ,cc,in,ADP,case
n000016-fn000030-384.5473-387.0579,3,substitution,nichten,NOUN,conj,negentien,NUM,ROOT
n000016-fn000030-387.5393-389.9238,3,deletion,en,CCONJ,cc,<del>,<del>,<del>
n000016-fn000030-387.5393-389.9238,4,substitution,voora,ADJ,conj,er,ADV,advmod
n000016-fn000030-389.9238-391.0829,1,deletion,re,NOUN,fixed,<del>,<del>,<del>
n000016-fn000030-391.0829-393.0542,1,substitution,relaties,NOUN,fixed,relatiel,PROPN,ROOT
n000016-fn000030-393.5550-395.7400,2,insertion,<ins>,<ins>,<ins>,huis,NOUN,obl
n000016-fn000030-393.5550-395.7400,3,substitution,gezin,NOUN,ROOT,zijn,AUX,ROOT
n000016-fn000030-400.2101-402.9518,0,substitution,nederlands,PROPN,ROOT,nederlandse,ADJ,amod
n000016-fn000030-403.2698-405.9713,1,deletion,he,INTJ,parataxis,<del>,<del>,<del>
n000016-fn000030-406.3402-407.7026,0,insertion,<ins>,<ins>,<ins>,fuck,SYM,ROOT
n000016-fn000030-406.3402-407.7026,1,substitution,vaak,ADJ,ROOT,eh,INTJ,fixed
n000016-fn000030-407.7026-410.2384,0,insertion,<ins>,<ins>,<ins>,ver,ADJ,ROOT
n000016-fn000030-407.7026-410.2384,1,insertion,<ins>,<ins>,<ins>,naar,ADP,case
n000016-fn000030-407.7026-410.2384,2,insertion,<ins>,<ins>,<ins>,ver,ADJ,obl
n000016-fn000030-407.7026-410.2384,3,substitution,vernar,PROPN,ROOT,naar,ADP,case
n000016-fn000030-407.7026-410.2384,4,substitution,vernandert,PROPN,flat,deurt,NOUN,obl
n000016-fn000030-41.3382-44.2873,0,insertion,<ins>,<ins>,<ins>,een,DET,det
n000016-fn000030-41.3382-44.2873,1,substitution,één,NUM,nummod,vierde,ADJ,amod
n000016-fn000030-41.3382-44.2873,2,substitution,ver,ADJ,advmod,vierde,ADJ,amod
n000016-fn000030-41.3382-44.2873,3,substitution,ver,ADJ,amod,jaar,NOUN,ROOT
n000016-fn000030-41.3382-44.2873,4,substitution,jaardag,NOUN,ROOT,dag,NOUN,nmod
n000016-fn000030-410.2384-411.4465,0,substitution,en,CCONJ,cc,in,ADP,ROOT
n000016-fn000030-413.5787-415.6691,1,deletion,waar,ADV,ROOT,<del>,<del>,<del>
n000016-fn000030-413.5787-415.6691,2,substitution,het,PRON,det,wat,PRON,ROOT
n000016-fn000030-423.6789-425.6642,2,substitution,de,SYM,fixed,the,SYM,fixed
n000016-fn000030-427.4849-429.1728,0,substitution,drinkingen,VERB,ROOT,drinken,VERB,ROOT
n000016-fn000030-429.6633-432.1273,2,substitution,het,DET,det,hoodie,NOUN,nmod
n000016-fn000030-429.6633-432.1273,3,substitution,vaak,ADJ,parataxis,fuck,SYM,ROOT
n000016-fn000030-432.8055-435.0686,0,insertion,<ins>,<ins>,<ins>,onsen,PROPN,ROOT
n000016-fn000030-432.8055-435.0686,1,substitution,onzenkeer,PROPN,ROOT,keer,NOUN,nmod
n000016-fn000030-432.8055-435.0686,2,substitution,weer,ADV,ROOT,voor,ADP,ROOT
n000016-fn000030-435.0686-436.4342,0,deletion,te,ADP,mark,<del>,<del>,<del>
n000016-fn000030-435.0686-436.4342,1,substitution,maken,VERB,advcl,tomaatje,NOUN,ROOT
n000016-fn000030-435.0686-436.4342,2,substitution,hebben,VERB,ROOT,heben,NOUN,appos
n000016-fn000030-437.1812-438.5993,0,insertion,<ins>,<ins>,<ins>,bij,ADP,case
n000016-fn000030-437.1812-438.5993,1,substitution,bijvoorbleid,NOUN,ROOT,voorblad,NOUN,ROOT
n000016-fn000030-438.9985-441.2780,2,insertion,<ins>,<ins>,<ins>,weer,ADV,ROOT
n000016-fn000030-438.9985-441.2780,3,substitution,vierzen,VERB,ROOT,zijn,AUX,cop
n000016-fn000030-44.7115-47.8333,1,substitution,ze,PRON,nsubj,zo,ADV,amod
n000016-fn000030-44.7115-47.8333,2,substitution,meestal,ADV,advmod,misdaad,NOUN,ROOT
n000016-fn000030-44.7115-47.8333,3,substitution,thuis,ADV,advmod,uit,ADP,ROOT
n000016-fn000030-441.5839-443.4117,0,deletion,en,CCONJ,cc,<del>,<del>,<del>
n000016-fn000030-441.5839-443.4117,1,substitution,het,PRON,ROOT,in,ADP,ROOT
n000016-fn000030-443.4117-445.9490,1,substitution,doowen,VERB,ROOT,dan,ADV,mark
n000016-fn000030-443.4117-445.9490,3,substitution,betekent,VERB,acl:relcl,beteken,VERB,ROOT
n000016-fn000030-449.1673-451.4913,0,deletion,hoe,ADV,advmod,<del>,<del>,<del>
n000016-fn000030-449.1673-451.4913,1,deletion,iets,PRON,nsubj,<del>,<del>,<del>
n000016-fn000030-449.1673-451.4913,2,deletion,zal,AUX,aux,<del>,<del>,<del>
n000016-fn000030-449.1673-451.4913,3,substitution,gaan,VERB,ROOT,it's,SYM,ROOT
n000016-fn000030-455.3029-458.2235,0,insertion,<ins>,<ins>,<ins>,gediegen,NOUN,nsubj
n000016-fn000030-455.3029-458.2235,1,substitution,gedichend,VERB,csubj,te,ADP,mark
n000016-fn000030-455.3029-458.2235,3,substitution,vaak,ADJ,advmod,wakker,ADJ,xcomp
n000016-fn000030-458.2235-461.3305,0,substitution,de,DET,det,door,ADP,case
n000016-fn000030-458.2235-461.3305,1,substitution,liefde,NOUN,ROOT,liften,NOUN,obl
n000016-fn000030-458.2235-461.3305,3,substitution,dichtert,NOUN,ROOT,dichter,NOUN,ROOT
n000016-fn000030-461.6675-464.3768,0,insertion,<ins>,<ins>,<ins>,we,PRON,nsubj
n000016-fn000030-464.7372-466.2037,0,deletion,ge,PROPN,nsubj,<del>,<del>,<del>
n000016-fn000030-464.7372-466.2037,1,deletion,lief,ADJ,ROOT,<del>,<del>,<del>
n000016-fn000030-464.7372-466.2037,2,substitution,de,DET,ROOT,geliefde,ADJ,ROOT
n000016-fn000030-468.8114-470.7875,2,substitution,weinig,PRON,obl,wenen,PROPN,obl
n000016-fn000030-47.8333-50.1954,0,insertion,<ins>,<ins>,<ins>,de,DET,det
n000016-fn000030-47.8333-50.1954,1,substitution,het,DET,det,hutten,NOUN,nsubj
n000016-fn000030-47.8333-50.1954,2,substitution,gezin,NOUN,ROOT,glijden,VERB,ROOT
n000016-fn000030-47.8333-50.1954,4,substitution,één,NUM,nmod,in,ADP,obl
n000016-fn000030-470.7875-472.3161,0,substitution,woorden,NOUN,ROOT,worden,AUX,ROOT
n000016-fn000030-475.4901-477.5158,1,insertion,<ins>,<ins>,<ins>,in,ADP,case
n000016-fn000030-475.4901-477.5158,2,substitution,een,DET,det,e,SYM,ROOT
n000016-fn000030-475.4901-477.5158,3,substitution,idee,NOUN,ROOT,d,SYM,fixed
n000016-fn000030-477.5158-480.3029,0,insertion,<ins>,<ins>,<ins>,it's,SYM,nmod
n000016-fn000030-477.5158-480.3029,1,substitution,iets,PRON,nmod,a,SYM,fixed
n000016-fn000030-477.5158-480.3029,2,substitution,grappis,PROPN,ROOT,grappys,PROPN,fixed
n000016-fn000030-477.5158-480.3029,3,substitution,grappigs,PROPN,ROOT,grappiest,PROPN,ROOT
n000016-fn000030-480.7983-483.0104,0,substitution,lei,VERB,ROOT,lady,PROPN,ROOT
n000016-fn000030-480.7983-483.0104,1,substitution,leidigse,PROPN,ROOT,ladies,PROPN,flat
n000016-fn000030-483.3831-484.7501,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,ROOT
n000016-fn000030-483.3831-484.7501,1,insertion,<ins>,<ins>,<ins>,leuk,ADJ,fixed
n000016-fn000030-483.3831-484.7501,2,substitution,lijken,VERB,ROOT,en,CCONJ,ROOT
n000016-fn000030-488.3564-490.4421,1,substitution,en,CCONJ,cc,in,ADP,compound:prt
n000016-fn000030-488.3564-490.4421,2,substitution,ze,PRON,nsubj,zo,ADV,fixed
n000016-fn000030-490.4421-493.3589,4,substitution,liefde,NOUN,obl,leeftijd,NOUN,obl
n000016-fn000030-493.9409-496.4513,0,deletion,in,ADP,case,<del>,<del>,<del>
n000016-fn000030-493.9409-496.4513,1,deletion,liefje,NOUN,obl,<del>,<del>,<del>
n000016-fn000030-493.9409-496.4513,2,substitution,leidies,NOUN,ROOT,ladies,PROPN,ROOT
n000016-fn000030-499.9541-501.9550,1,insertion,<ins>,<ins>,<ins>,tien,NUM,ROOT
n000016-fn000030-499.9541-501.9550,2,substitution,meer,PRON,nmod,dertig,NUM,fixed
n000016-fn000030-499.9541-501.9550,3,substitution,dan,SCONJ,fixed,al,ADV,amod
