utterance_id,token_index,error_type,source_word,source_pos,source_dep,destination_word,destination_pos,destination_dep
n000016-fn000029-256.5219-258.4290,1,deletion,gereg,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-270.6127-272.7877,0,deletion,ja,INTJ,mark,<del>,<del>,<del>
n000016-fn000029-270.6127-272.7877,1,deletion,ik,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-270.6127-272.7877,2,deletion,ga,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-274.5482-276.5089,2,substitution,en,CCONJ,cc,denk,VERB,ROOT
n000016-fn000029-274.5482-276.5089,3,substitution,drinken,VERB,conj,ik,PRON,nsubj
n000016-fn000029-28.8036-29.8673,0,substitution,marrakech,PROPN,ROOT,marrakesh,NOUN,ROOT
n000016-fn000029-289.0841-290.1356,0,insertion,<ins>,<ins>,<ins>,kus,VERB,ROOT
n000016-fn000029-289.0841-290.1356,1,substitution,koosjer,ADJ,ROOT,hier,ADV,advmod
n000016-fn000029-305.9152-307.6470,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-305.9152-307.6470,1,substitution,u,PRON,nsubj,veld,NOUN,ROOT
n000016-fn000029-305.9152-307.6470,2,substitution,een,DET,det,in,ADP,case
n000016-fn000029-305.9152-307.6470,3,substitution,reis,NOUN,obj,ijs,NOUN,nmod
n000016-fn000029-308.8015-310.3271,0,substitution,of,CCONJ,cc,de,DET,det
n000016-fn000029-308.8015-310.3271,1,substitution,gaat,VERB,ROOT,oefenaart,NOUN,ROOT
n000016-fn000029-317.2552-320.5023,1,substitution,gaat,VERB,ROOT,had,VERB,ROOT
n000016-fn000029-317.2552-320.5023,2,substitution,liever,ADV,advmod,lever,NOUN,obj
n000016-fn000029-320.9660-323.3884,0,insertion,<ins>,<ins>,<ins>,b,SYM,ROOT
n000016-fn000029-320.9660-323.3884,1,insertion,<ins>,<ins>,<ins>,k,SYM,flat
n000016-fn000029-320.9660-323.3884,2,substitution,bekij,PROPN,nsubj,b,SYM,flat
n000016-fn000029-320.9660-323.3884,3,substitution,bekijk,VERB,ROOT,k,PROPN,flat
n000016-fn000029-339.2418-341.0190,0,insertion,<ins>,<ins>,<ins>,je,PRON,nsubj
n000016-fn000029-339.2418-341.0190,2,substitution,u,PRON,nsubj,het,PRON,obj
n000016-fn000029-339.2418-341.0190,3,substitution,dat,PRON,obj,ook,ADV,advmod
n000016-fn000029-341.5550-343.4724,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000016-fn000029-341.5550-343.4724,1,insertion,<ins>,<ins>,<ins>,wil,VERB,ROOT
n000016-fn000029-341.5550-343.4724,2,insertion,<ins>,<ins>,<ins>,het,PRON,expl
n000016-fn000029-341.5550-343.4724,3,substitution,duidelijker,ADJ,advmod,lekker,ADJ,xcomp
n000016-fn000029-347.1447-348.7838,0,deletion,ik,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-347.1447-348.7838,1,substitution,heb,AUX,aux,kiep,NOUN,ROOT
n000016-fn000029-347.1447-348.7838,2,substitution,u,PRON,obj,aan,ADP,case
n000016-fn000029-347.1447-348.7838,3,substitution,niet,ADV,advmod,het,DET,det
n000016-fn000029-347.1447-348.7838,4,substitution,verstaan,VERB,ROOT,weerstaan,VERB,parataxis
n000016-fn000029-350.4240-351.3930,0,substitution,kunt,AUX,ROOT,en,CCONJ,ROOT
n000016-fn000029-372.8889-373.8888,0,insertion,<ins>,<ins>,<ins>,dank,VERB,ROOT
n000016-fn000029-372.8889-373.8888,1,insertion,<ins>,<ins>,<ins>,u,PRON,fixed
n000016-fn000029-372.8889-373.8888,2,substitution,ja,INTJ,ROOT,wel,ADV,advmod
n000016-fn000029-388.5170-389.8777,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,ROOT
n000016-fn000029-401.2059-402.8655,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,case
n000016-fn000029-412.1026-414.0715,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,dep
n000016-fn000029-449.0986-450.1707,0,substitution,horloge,NOUN,ROOT,horloes,NOUN,ROOT
n000016-fn000029-467.7158-469.4785,3,substitution,reis,NOUN,obj,reiziger,NOUN,obj
n000016-fn000029-480.7581-483.3248,0,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000016-fn000029-480.7581-483.3248,1,substitution,u,PRON,nsubj,je,PRON,nsubj
n000016-fn000029-484.7074-490.7522,2,substitution,ver,ADJ,amod,weer,ADV,advmod
n000016-fn000029-484.7074-490.7522,3,substitution,zek,PROPN,flat,trekken,VERB,ROOT
n000016-fn000029-509.8951-510.9981,1,insertion,<ins>,<ins>,<ins>,vliegt,VERB,ROOT
n000016-fn000029-509.8951-510.9981,2,substitution,vliegtuig,NOUN,ROOT,ook,ADV,advmod
n000016-fn000029-52.1802-54.4885,0,substitution,de,DET,det,ik,PRON,nsubj
n000016-fn000029-52.1802-54.4885,1,substitution,mensen,NOUN,ROOT,doe,VERB,ROOT
n000016-fn000029-52.1802-54.4885,2,substitution,het,DET,det,minstens,ADV,advmod
n000016-fn000029-52.1802-54.4885,4,deletion,of,CCONJ,cc,<del>,<del>,<del>
n000016-fn000029-52.1802-54.4885,5,substitution,winkelen,VERB,conj,afwinkel,NOUN,obj
n000016-fn000029-521.7076-522.8518,1,substitution,mijn,PRON,cop,maar,ADV,fixed
n000016-fn000029-523.3363-525.3670,1,deletion,mij,PRON,ROOT,<del>,<del>,<del>
n000016-fn000029-523.3363-525.3670,2,substitution,mij,PRON,nmod:poss,mijn,PRON,nmod:poss
n000016-fn000029-550.2322-552.0877,0,substitution,aan,ADP,ROOT,en,CCONJ,ROOT
n000016-fn000029-561.5899-562.6310,0,substitution,oom,NOUN,ROOT,om,ADP,ROOT
n000016-fn000029-564.1638-565.6998,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,ROOT
n000016-fn000029-564.1638-565.6998,1,substitution,ja,INTJ,ROOT,nee,INTJ,parataxis
n000016-fn000029-576.5979-579.5461,0,substitution,kaart,NOUN,ROOT,een,DET,det
n000016-fn000029-576.5979-579.5461,1,substitution,kaart,NOUN,ROOT,kerst,NOUN,ROOT
n000016-fn000029-59.6288-61.8840,0,substitution,denk,VERB,ROOT,en,CCONJ,cc
n000016-fn000029-59.6288-61.8840,1,substitution,aan,ADP,case,daarmee,ADV,advmod
n000016-fn000029-59.6288-61.8840,2,substitution,de,DET,det,is,AUX,cop
n000016-fn000029-59.6288-61.8840,3,substitution,mensen,NOUN,obl,het,PRON,ROOT
n000016-fn000029-594.8482-597.5639,0,substitution,mokunt,VERB,ROOT,goed,ADJ,ROOT
n000016-fn000029-599.2528-601.1908,0,substitution,van,ADP,case,een,DET,det
n000016-fn000029-599.2528-601.1908,1,substitution,quiz,NOUN,ROOT,kus,NOUN,ROOT
n000016-fn000029-603.9296-606.2593,0,substitution,u,PRON,nsubj,ik,PRON,nsubj
n000016-fn000029-603.9296-606.2593,1,substitution,kunt,AUX,aux,kan,AUX,cop
n000016-fn000029-603.9296-606.2593,2,substitution,nu,ADV,advmod,het,DET,det
n000016-fn000029-603.9296-606.2593,5,deletion,winnen,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-612.3540-614.4362,0,insertion,<ins>,<ins>,<ins>,wat,PRON,ROOT
n000016-fn000029-612.3540-614.4362,1,substitution,uit,ADP,case,is,AUX,cop
n000016-fn000029-612.3540-614.4362,2,substitution,stad,NOUN,ROOT,dat,PRON,nsubj
n000016-fn000029-612.3540-614.4362,4,deletion,uw,PRON,nmod:poss,<del>,<del>,<del>
n000016-fn000029-612.3540-614.4362,5,substitution,keuze,NOUN,nmod,goeie,ADJ,ROOT
n000016-fn000029-62.4430-63.6520,0,substitution,het,DET,det,dit,DET,det
n000016-fn000029-63.6520-65.0492,0,deletion,of,SCONJ,mark,<del>,<del>,<del>
n000016-fn000029-63.6520-65.0492,1,substitution,de,DET,det,aflevering,NOUN,ROOT
n000016-fn000029-63.6520-65.0492,2,substitution,winkels,NOUN,ROOT,is,AUX,cop
n000016-fn000029-634.9454-636.0175,1,substitution,lukt,VERB,ROOT,klopt,VERB,ROOT
n000016-fn000029-651.5219-654.1608,0,substitution,vijf,NUM,nummod,bij,ADP,case
n000016-fn000029-651.5219-654.1608,1,substitution,euro,NOUN,ROOT,vooroordelen,NOUN,ROOT
n000016-fn000029-67.0578-68.7173,0,deletion,het,PRON,ROOT,<del>,<del>,<del>
n000016-fn000029-67.0578-68.7173,2,substitution,weer,NOUN,parataxis,uitweer,NOUN,ROOT
n000016-fn000029-675.4270-678.1175,0,substitution,gaat,VERB,ROOT,het,PRON,expl
n000016-fn000029-675.4270-678.1175,1,substitution,wel,ADV,advmod,speel,VERB,ROOT
n000016-fn000029-683.5627-684.6142,0,deletion,tien,NUM,nummod,<del>,<del>,<del>
n000016-fn000029-683.5627-684.6142,1,substitution,dag,NOUN,ROOT,tiendag,ADV,ROOT
n000016-fn000029-69.4087-70.4618,0,substitution,het,DET,det,uw,PRON,nmod:poss
n000016-fn000029-69.4087-70.4618,1,substitution,weer,NOUN,ROOT,dier,NOUN,ROOT
n000016-fn000029-698.2956-699.8006,0,substitution,naar,ADP,case,maar,CCONJ,mark
n000016-fn000029-698.2956-699.8006,1,substitution,mij,PRON,nmod:poss,mijn,PRON,nmod:poss
n000016-fn000029-712.9618-715.2194,0,deletion,jij,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-712.9618-715.2194,1,substitution,heeft,VERB,ROOT,ja,INTJ,mark
n000016-fn000029-717.8522-719.1407,0,deletion,vier,NUM,nummod,<del>,<del>,<del>
n000016-fn000029-717.8522-719.1407,1,substitution,vieren,NOUN,ROOT,veel,PRON,ROOT
n000016-fn000029-719.5324-721.8106,0,deletion,ver,ADJ,advmod,<del>,<del>,<del>
n000016-fn000029-719.5324-721.8106,1,substitution,die,DET,det,veel,DET,det
n000016-fn000029-719.5324-721.8106,2,substitution,jaren,NOUN,obl,dieren,NOUN,ROOT
n000016-fn000029-719.5324-721.8106,3,substitution,ver,ADJ,ROOT,veel,PRON,ROOT
n000016-fn000029-723.0385-725.0692,0,deletion,de,DET,det,<del>,<del>,<del>
n000016-fn000029-723.0385-725.0692,1,deletion,verdiejaar,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-723.0385-725.0692,2,substitution,jarig,ADJ,ROOT,verdiarjaag,NOUN,ROOT
n000016-fn000029-725.7155-727.2205,0,deletion,felici,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-725.7155-727.2205,1,substitution,of,CCONJ,ROOT,félicief,NOUN,ROOT
n000016-fn000029-730.3069-731.7397,0,substitution,verdejarig,ADJ,ROOT,verdière,PROPN,ROOT
n000016-fn000029-732.9355-733.9663,0,insertion,<ins>,<ins>,<ins>,verder,ADJ,ROOT
n000016-fn000029-732.9355-733.9663,1,substitution,verdejarig,ADJ,ROOT,jarg,PROPN,ROOT
n000016-fn000029-737.7977-739.4573,0,deletion,verdejarig,ADJ,ROOT,<del>,<del>,<del>
n000016-fn000029-737.7977-739.4573,2,insertion,<ins>,<ins>,<ins>,die,DET,det
n000016-fn000029-737.7977-739.4573,3,substitution,kom,VERB,ROOT,archijken,NOUN,ROOT
n000016-fn000029-743.0752-744.2400,0,substitution,geboren,VERB,ROOT,gibbon,PROPN,ROOT
n000016-fn000029-745.2296-746.5491,1,insertion,<ins>,<ins>,<ins>,geeft,VERB,ROOT
n000016-fn000029-745.2296-746.5491,2,substitution,geboren,VERB,ROOT,warm,ADJ,advmod
n000016-fn000029-747.1365-748.4044,0,insertion,<ins>,<ins>,<ins>,per,ADP,case
n000016-fn000029-747.1365-748.4044,1,substitution,verdiejarig,ADJ,ROOT,jaar,NOUN,obl
n000016-fn000029-747.1365-748.4044,2,substitution,erover,ADV,ROOT,geofferd,VERB,ROOT
n000016-fn000029-774.6391-775.8761,1,substitution,jarig,ADJ,ROOT,jarg,PROPN,ROOT
n000016-fn000029-790.2450-792.8427,2,substitution,sporten,VERB,ROOT,sport,NOUN,ROOT
n000016-fn000029-813.8306-816.6241,0,deletion,is,AUX,cop,<del>,<del>,<del>
n000016-fn000029-813.8306-816.6241,1,substitution,geen,DET,det,misschien,ADV,advmod
n000016-fn000029-817.1554-818.9182,1,substitution,voetballen,VERB,ROOT,voetbal,NOUN,ROOT
n000016-fn000029-84.9398-86.5673,0,deletion,heb,AUX,aux,<del>,<del>,<del>
n000016-fn000029-84.9398-86.5673,1,substitution,u,PRON,nsubj,even,ADV,advmod
n000016-fn000029-84.9398-86.5673,2,substitution,verstaan,VERB,ROOT,herstellen,VERB,ROOT
n000016-fn000029-842.0752-844.3533,2,deletion,'s,DET,nmod,<del>,<del>,<del>
n000016-fn000029-842.0752-844.3533,3,substitution,avonds,NOUN,fixed,zevent,NOUN,ROOT
n000016-fn000029-845.0364-847.7372,3,deletion,'s,DET,nmod,<del>,<del>,<del>
n000016-fn000029-845.0364-847.7372,4,substitution,avonds,NOUN,fixed,zeven,NUM,fixed
n000016-fn000029-848.6103-851.2595,2,substitution,'s,DET,nmod,s,NOUN,amod
n000016-fn000029-848.6103-851.2595,3,substitution,avonds,NOUN,fixed,avond,NOUN,ROOT
n000016-fn000029-866.0864-868.1686,2,deletion,'s,DET,nmod,<del>,<del>,<del>
n000016-fn000029-866.0864-868.1686,3,substitution,avonds,NOUN,fixed,zevent,NOUN,ROOT
n000016-fn000029-88.9863-90.9117,2,substitution,één,NUM,nummod,een,DET,det
n000016-fn000029-887.3629-889.4305,0,substitution,wat,PRON,det,men,PRON,nsubj
n000016-fn000029-887.3629-889.4305,1,substitution,voor,ADP,fixed,har,PROPN,flat
n000016-fn000029-887.3629-889.4305,2,substitution,feest,NOUN,ROOT,wist,VERB,ROOT
n000016-fn000029-889.4305-891.8986,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-889.4305-891.8986,1,substitution,u,PRON,nsubj,wild,ADJ,ROOT
n000016-fn000029-889.4305-891.8986,2,substitution,zelf,ADV,advmod,en,CCONJ,cc
n000016-fn000029-889.4305-891.8986,3,substitution,geven,VERB,xcomp,zelfgegeven,NOUN,conj
n000016-fn000029-907.8312-909.5114,3,insertion,<ins>,<ins>,<ins>,is,AUX,cop
n000016-fn000029-907.8312-909.5114,4,insertion,<ins>,<ins>,<ins>,dat,SCONJ,nsubj
n000016-fn000029-909.5114-911.6143,0,substitution,wilt,VERB,ROOT,ik,PRON,nsubj
n000016-fn000029-909.5114-911.6143,1,substitution,u,PRON,nsubj,wil,VERB,ROOT
n000016-fn000029-920.2181-921.6510,0,substitution,voor,ADP,ROOT,vooruit,ADV,ROOT
n000016-fn000029-95.3471-97.0490,0,insertion,<ins>,<ins>,<ins>,juste,ADJ,ROOT
n000016-fn000029-95.3471-97.0490,1,substitution,verstaan,VERB,ROOT,goed,ADJ,advmod
n000016-fn000029-97.6507-99.0655,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000016-fn000029-97.6507-99.0655,1,insertion,<ins>,<ins>,<ins>,ga,VERB,ROOT
n000016-fn000029-97.6507-99.0655,2,substitution,dat,SCONJ,mark,het,PRON,obj
n000016-fn000029-97.6507-99.0655,4,substitution,één,NUM,nummod,een,DET,det
n000016-fn000029-971.2284-973.6509,0,deletion,concei,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-971.2284-973.6509,1,substitution,of,CCONJ,ROOT,kwansei,PROPN,ROOT
n000016-fn000029-974.8641-975.8022,0,insertion,<ins>,<ins>,<ins>,kon,AUX,aux
n000016-fn000029-974.8641-975.8022,1,substitution,concei,NOUN,ROOT,zei,VERB,ROOT
n000016-fn000029-978.0463-980.8604,1,insertion,<ins>,<ins>,<ins>,ja,INTJ,fixed
n000016-fn000029-994.8184-996.6636,1,substitution,met,ADP,case,mijn,PRON,nmod:poss
n000016-fn000029-994.8184-996.6636,2,substitution,lamvlees,NOUN,nmod,landvlies,NOUN,nsubj
n000019-fn000036-107.9913-110.3762,1,substitution,wilt,VERB,obl,wil,VERB,ROOT
n000019-fn000036-117.0367-118.2047,2,insertion,<ins>,<ins>,<ins>,het,PRON,expl
n000019-fn000036-125.8574-127.0018,1,insertion,<ins>,<ins>,<ins>,de,DET,det
n000019-fn000036-139.7770-141.0817,1,substitution,weet,VERB,ROOT,werd,AUX,ROOT
n000019-fn000036-143.5175-145.7121,1,substitution,wilt,VERB,ROOT,wilde,VERB,ROOT
n000019-fn000036-143.5175-145.7121,4,substitution,liefste,ADJ,obj,leven,NOUN,nsubj
n000019-fn000036-143.5175-145.7121,5,substitution,slapen,VERB,xcomp,slaven,NOUN,nmod
n000019-fn000036-171.9267-173.2568,0,substitution,halal,NOUN,ROOT,halaal,NOUN,ROOT
n000019-fn000036-176.3703-178.5835,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-176.3703-178.5835,1,substitution,u,PRON,nsubj,want,CCONJ,cc
n000019-fn000036-176.3703-178.5835,3,deletion,reisgids,NOUN,obj,<del>,<del>,<del>
n000019-fn000036-176.3703-178.5835,4,deletion,of,CCONJ,cc,<del>,<del>,<del>
n000019-fn000036-176.3703-178.5835,5,substitution,gaat,VERB,conj,reisredes,NOUN,nsubj
n000019-fn000036-176.3703-178.5835,6,substitution,u,PRON,nsubj,afgaat,VERB,ROOT
n000019-fn000036-178.5835-180.0055,0,insertion,<ins>,<ins>,<ins>,never,SYM,ROOT
n000019-fn000036-178.5835-180.0055,1,insertion,<ins>,<ins>,<ins>,the,SYM,fixed
n000019-fn000036-178.5835-180.0055,2,substitution,liever,ADV,advmod,love,SYM,fixed
n000019-fn000036-178.5835-180.0055,3,substitution,zelf,ADV,ROOT,of,SYM,fixed
n000019-fn000036-178.5835-180.0055,4,substitution,de,DET,ROOT,death,SYM,fixed
n000019-fn000036-190.8587-193.0046,1,insertion,<ins>,<ins>,<ins>,vind,VERB,ROOT
n000019-fn000036-190.8587-193.0046,2,substitution,weet,VERB,ROOT,het,PRON,expl
n000019-fn000036-195.7698-198.7638,2,substitution,u,PRON,nsubj,een,DET,det
n000019-fn000036-195.7698-198.7638,4,substitution,vers,ADJ,ROOT,harde,ADJ,amod
n000019-fn000036-195.7698-198.7638,5,substitution,kunt,AUX,ROOT,kant,NOUN,obj
n000019-fn000036-195.7698-198.7638,6,substitution,u,PRON,nsubj,aan,ADP,compound:prt
n000019-fn000036-222.8724-224.4621,2,substitution,die,DET,det,dit,DET,det
n000019-fn000036-222.8724-224.4621,3,substitution,loptop,NOUN,nsubj,laptop,NOUN,nsubj
n000019-fn000036-227.8477-230.1666,0,substitution,die,DET,det,de,DET,det
n000019-fn000036-227.8477-230.1666,2,substitution,voor,ADP,case,for,SYM,fixed
n000019-fn000036-230.1666-231.8168,0,substitution,laptop,NOUN,ROOT,leptom,PROPN,ROOT
n000019-fn000036-235.0733-235.9734,0,substitution,in,ADP,case,en,CCONJ,cc
n000019-fn000036-235.0733-235.9734,1,substitution,welk,DET,ROOT,wilk,NOUN,ROOT
n000019-fn000036-247.3808-248.7328,2,insertion,<ins>,<ins>,<ins>,het,PRON,expl
n000019-fn000036-249.8289-250.7863,0,deletion,nee,INTJ,ROOT,<del>,<del>,<del>
n000019-fn000036-264.9108-266.6317,0,substitution,wat,PRON,obj,hadden,AUX,ROOT
n000019-fn000036-264.9108-266.6317,1,substitution,weet,VERB,ROOT,we,PRON,nsubj
n000019-fn000036-264.9108-266.6317,2,substitution,u,PRON,nsubj,iets,PRON,obj
n000019-fn000036-264.9108-266.6317,5,deletion,weer,NOUN,obl,<del>,<del>,<del>
n000019-fn000036-276.3033-277.9406,1,insertion,<ins>,<ins>,<ins>,ben,AUX,cop
n000019-fn000036-276.3033-277.9406,2,insertion,<ins>,<ins>,<ins>,hier,ADV,obl
n000019-fn000036-276.3033-277.9406,3,substitution,weet,VERB,ROOT,graag,ADV,ROOT
n000019-fn000036-276.3033-277.9406,4,substitution,grapje,NOUN,obj,bij,ADP,case
n000019-fn000036-281.2910-283.8092,1,insertion,<ins>,<ins>,<ins>,was,AUX,cop
n000019-fn000036-281.2910-283.8092,2,substitution,vindt,VERB,ROOT,dit,PRON,nsubj
n000019-fn000036-281.2910-283.8092,3,substitution,u,PRON,nsubj,dan,ADV,advmod
n000019-fn000036-281.2910-283.8092,6,substitution,weer,NOUN,obl,leerders,NOUN,obl
n000019-fn000036-291.4597-294.7379,0,deletion,bent,AUX,cop,<del>,<del>,<del>
n000019-fn000036-291.4597-294.7379,1,substitution,u,PRON,nsubj,punt,NOUN,ROOT
n000019-fn000036-291.4597-294.7379,4,deletion,dure,ADJ,amod,<del>,<del>,<del>
n000019-fn000036-291.4597-294.7379,5,substitution,spullen,NOUN,ROOT,door,ADP,ROOT
n000019-fn000036-296.3605-297.4980,0,insertion,<ins>,<ins>,<ins>,hallo,INTJ,ROOT
n000019-fn000036-296.3605-297.4980,1,substitution,horloge,NOUN,ROOT,jan,PROPN,flat
n000019-fn000036-300.3913-302.1842,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-300.3913-302.1842,1,substitution,u,PRON,nsubj,wold,PROPN,ROOT
n000019-fn000036-300.3913-302.1842,2,substitution,een,DET,ROOT,n,PROPN,flat
n000019-fn000036-314.0266-315.4854,2,substitution,u,PRON,nsubj,een,DET,obj
n000019-fn000036-333.5574-335.2523,0,substitution,kan,AUX,ROOT,en,CCONJ,cc
n000019-fn000036-333.5574-335.2523,1,substitution,drie,NUM,nummod,de,DET,det
n000019-fn000036-333.5574-335.2523,2,substitution,ander,ADJ,amod,andere,ADJ,amod
n000019-fn000036-333.5574-335.2523,3,substitution,pers,NOUN,obj,zes,NUM,ROOT
n000019-fn000036-336.4035-337.8097,1,substitution,vrienden,NOUN,ROOT,vriendin,NOUN,ROOT
n000019-fn000036-341.2057-343.6663,1,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000019-fn000036-341.2057-343.6663,2,substitution,u,PRON,nsubj,er,PRON,obl
n000019-fn000036-341.2057-343.6663,5,insertion,<ins>,<ins>,<ins>,grond,NOUN,obj
n000019-fn000036-341.2057-343.6663,6,insertion,<ins>,<ins>,<ins>,aan,ADP,case
n000019-fn000036-341.2057-343.6663,7,substitution,groeten,NOUN,obj,nemen,VERB,xcomp
n000019-fn000036-351.4854-352.9473,1,insertion,<ins>,<ins>,<ins>,vind,VERB,ROOT
n000019-fn000036-351.4854-352.9473,2,substitution,geen,DET,det,het,PRON,expl
n000019-fn000036-351.4854-352.9473,3,substitution,gegrijp,NOUN,ROOT,leuk,ADJ,xcomp
n000019-fn000036-356.0527-356.9780,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000019-fn000036-356.0527-356.9780,1,insertion,<ins>,<ins>,<ins>,ga,VERB,ROOT
n000019-fn000036-356.0527-356.9780,2,insertion,<ins>,<ins>,<ins>,er,ADV,advmod
n000019-fn000036-356.0527-356.9780,3,insertion,<ins>,<ins>,<ins>,wat,PRON,obj
n000019-fn000036-356.0527-356.9780,4,substitution,de,DET,det,aan,ADP,case
