utterance_id,token_index,error_type,source_word,source_pos,source_dep,destination_word,destination_pos,destination_dep
n000016-fn000029-196.0347-198.0654,2,substitution,vliegtuig,NOUN,ROOT,uit,ADP,case
n000016-fn000029-196.0347-198.0654,3,substitution,ja,INTJ,ROOT,uitvliegen,VERB,ROOT
n000016-fn000029-206.1892-208.8694,0,insertion,<ins>,<ins>,<ins>,heb,AUX,ROOT
n000016-fn000029-206.1892-208.8694,1,substitution,onderweg,ADV,ROOT,je,PRON,nsubj
n000016-fn000029-215.3942-217.4043,0,insertion,<ins>,<ins>,<ins>,i,SYM,ROOT
n000016-fn000029-215.3942-217.4043,1,insertion,<ins>,<ins>,<ins>,would,SYM,ROOT
n000016-fn000029-215.3942-217.4043,2,substitution,oude,ADJ,amod,i,SYM,fixed
n000016-fn000029-215.3942-217.4043,3,substitution,oud,ADJ,amod,would,SYM,ROOT
n000016-fn000029-215.3942-217.4043,4,substitution,stad,NOUN,ROOT,start,VERB,ROOT
n000016-fn000029-256.5219-258.4290,1,deletion,gereg,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-270.6127-272.7877,0,deletion,ja,INTJ,mark,<del>,<del>,<del>
n000016-fn000029-270.6127-272.7877,2,deletion,ga,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-273.3854-274.5482,0,insertion,<ins>,<ins>,<ins>,eh,INTJ,amod
n000016-fn000029-274.5482-276.5089,2,deletion,en,CCONJ,cc,<del>,<del>,<del>
n000016-fn000029-274.5482-276.5089,3,deletion,drinken,VERB,conj,<del>,<del>,<del>
n000016-fn000029-28.8036-29.8673,0,substitution,marrakech,PROPN,ROOT,marakish,NOUN,ROOT
n000016-fn000029-289.0841-290.1356,0,substitution,koosjer,ADJ,ROOT,costiere,ADJ,ROOT
n000016-fn000029-305.9152-307.6470,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-305.9152-307.6470,1,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-305.9152-307.6470,2,substitution,een,DET,det,in,ADP,case
n000016-fn000029-305.9152-307.6470,3,substitution,reis,NOUN,obj,huis,NOUN,ROOT
n000016-fn000029-308.8015-310.3271,0,substitution,of,CCONJ,cc,op,ADP,xcomp
n000016-fn000029-317.2552-320.5023,1,insertion,<ins>,<ins>,<ins>,ga,VERB,ROOT
n000016-fn000029-317.2552-320.5023,2,substitution,gaat,VERB,ROOT,het,PRON,obj
n000016-fn000029-317.2552-320.5023,3,substitution,liever,ADV,advmod,leveren,VERB,xcomp
n000016-fn000029-320.9660-323.3884,0,deletion,bekij,PROPN,nsubj,<del>,<del>,<del>
n000016-fn000029-339.2418-341.0190,1,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-339.2418-341.0190,2,deletion,dat,PRON,obj,<del>,<del>,<del>
n000016-fn000029-341.5550-343.4724,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000016-fn000029-341.5550-343.4724,1,insertion,<ins>,<ins>,<ins>,zou,AUX,aux
n000016-fn000029-341.5550-343.4724,2,substitution,duidelijker,ADJ,advmod,liever,ADV,advmod
n000016-fn000029-347.1447-348.7838,2,substitution,u,PRON,obj,een,DET,det
n000016-fn000029-347.1447-348.7838,3,substitution,niet,ADV,advmod,nieuw,ADJ,amod
n000016-fn000029-347.1447-348.7838,4,substitution,verstaan,VERB,ROOT,vest,NOUN,obj
n000016-fn000029-350.4240-351.3930,0,substitution,kunt,AUX,ROOT,en,CCONJ,ROOT
n000016-fn000029-434.7399-436.9046,0,deletion,heel,ADJ,advmod,<del>,<del>,<del>
n000016-fn000029-434.7399-436.9046,1,substitution,heel,ADJ,advmod,hele,ADJ,advmod
n000016-fn000029-434.7399-436.9046,2,substitution,weer,ADV,ROOT,hele,ADJ,ROOT
n000016-fn000029-467.7158-469.4785,0,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000016-fn000029-467.7158-469.4785,1,substitution,u,PRON,nsubj,je,PRON,nsubj
n000016-fn000029-467.7158-469.4785,3,substitution,reis,NOUN,obj,reisje,NOUN,obj
n000016-fn000029-480.7581-483.3248,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-480.7581-483.3248,1,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-484.7074-490.7522,0,deletion,reis,NOUN,ROOT,<del>,<del>,<del>
n000016-fn000029-484.7074-490.7522,1,deletion,reis,NOUN,appos,<del>,<del>,<del>
n000016-fn000029-484.7074-490.7522,2,substitution,ver,ADJ,amod,nice,SYM,ROOT
n000016-fn000029-484.7074-490.7522,3,substitution,zek,PROPN,flat,nice,SYM,fixed
n000016-fn000029-497.0207-498.1650,0,substitution,het,DET,det,uit,ADP,case
n000016-fn000029-52.1802-54.4885,2,substitution,het,DET,det,is,AUX,ROOT
n000016-fn000029-52.1802-54.4885,4,substitution,of,CCONJ,cc,op,ADP,case
n000016-fn000029-52.1802-54.4885,5,substitution,winkelen,VERB,conj,winkel,NOUN,obl
n000016-fn000029-523.3363-525.3670,1,deletion,mij,PRON,ROOT,<del>,<del>,<del>
n000016-fn000029-523.3363-525.3670,2,substitution,mij,PRON,nmod:poss,mijn,PRON,nmod:poss
n000016-fn000029-533.7016-536.1343,2,substitution,tante,NOUN,parataxis,tand,NOUN,fixed
n000016-fn000029-550.2322-552.0877,0,substitution,aan,ADP,ROOT,en,CCONJ,ROOT
n000016-fn000029-561.5899-562.6310,0,substitution,oom,NOUN,ROOT,om,ADP,ROOT
n000016-fn000029-59.6288-61.8840,0,deletion,denk,VERB,ROOT,<del>,<del>,<del>
n000016-fn000029-593.2375-594.8482,0,substitution,bekend,ADJ,amod,weekend,NOUN,amod
n000016-fn000029-594.8482-597.5639,0,substitution,mokunt,VERB,ROOT,god,NOUN,ROOT
n000016-fn000029-599.2528-601.1908,0,substitution,van,ADP,case,en,CCONJ,cc
n000016-fn000029-599.2528-601.1908,1,substitution,quiz,NOUN,ROOT,cuz,PROPN,ROOT
n000016-fn000029-603.9296-606.2593,0,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-603.9296-606.2593,1,deletion,kunt,AUX,aux,<del>,<del>,<del>
n000016-fn000029-603.9296-606.2593,2,deletion,nu,ADV,advmod,<del>,<del>,<del>
n000016-fn000029-603.9296-606.2593,3,deletion,vijf,NUM,nummod,<del>,<del>,<del>
n000016-fn000029-603.9296-606.2593,4,deletion,euro,NOUN,obj,<del>,<del>,<del>
n000016-fn000029-603.9296-606.2593,5,substitution,winnen,VERB,ROOT,account,NOUN,ROOT
n000016-fn000029-612.3540-614.4362,0,insertion,<ins>,<ins>,<ins>,wat,PRON,nsubj
n000016-fn000029-612.3540-614.4362,1,substitution,uit,ADP,case,staat,VERB,ROOT
n000016-fn000029-612.3540-614.4362,2,substitution,stad,NOUN,ROOT,er,ADV,advmod
n000016-fn000029-612.3540-614.4362,4,deletion,uw,PRON,nmod:poss,<del>,<del>,<del>
n000016-fn000029-612.3540-614.4362,5,substitution,keuze,NOUN,nmod,haar,PRON,obl
n000016-fn000029-63.6520-65.0492,2,substitution,winkels,NOUN,ROOT,winkel,NOUN,ROOT
n000016-fn000029-634.9454-636.0175,1,substitution,lukt,VERB,ROOT,klopt,VERB,ROOT
n000016-fn000029-651.5219-654.1608,1,substitution,euro,NOUN,ROOT,uur,NOUN,ROOT
n000016-fn000029-67.0578-68.7173,1,insertion,<ins>,<ins>,<ins>,is,AUX,cop
n000016-fn000029-67.0578-68.7173,2,insertion,<ins>,<ins>,<ins>,uit,ADP,ROOT
n000016-fn000029-67.0578-68.7173,3,substitution,het,DET,det,de,DET,det
n000016-fn000029-675.4270-678.1175,0,substitution,gaat,VERB,ROOT,het,DET,det
n000016-fn000029-675.4270-678.1175,1,substitution,wel,ADV,advmod,spel,NOUN,nsubj
n000016-fn000029-675.4270-678.1175,2,substitution,eens,ADV,advmod,is,AUX,cop
n000016-fn000029-698.2956-699.8006,1,substitution,mij,PRON,nmod:poss,mijn,PRON,nmod:poss
n000016-fn000029-712.9618-715.2194,4,insertion,<ins>,<ins>,<ins>,eh,INTJ,ROOT
n000016-fn000029-717.8522-719.1407,0,deletion,vier,NUM,nummod,<del>,<del>,<del>
n000016-fn000029-717.8522-719.1407,1,substitution,vieren,NOUN,ROOT,verver,NOUN,ROOT
n000016-fn000029-719.5324-721.8106,0,deletion,ver,ADJ,advmod,<del>,<del>,<del>
n000016-fn000029-719.5324-721.8106,1,deletion,die,DET,det,<del>,<del>,<del>
n000016-fn000029-719.5324-721.8106,2,substitution,jaren,NOUN,obl,verdia,PROPN,ROOT
n000016-fn000029-719.5324-721.8106,3,substitution,ver,ADJ,ROOT,verdia,PROPN,flat
n000016-fn000029-723.0385-725.0692,0,deletion,de,DET,det,<del>,<del>,<del>
n000016-fn000029-723.0385-725.0692,1,substitution,verdiejaar,NOUN,ROOT,verder,ADJ,amod
n000016-fn000029-723.0385-725.0692,2,substitution,jarig,ADJ,ROOT,jaar,NOUN,ROOT
n000016-fn000029-725.7155-727.2205,0,substitution,felici,NOUN,ROOT,filiciëf,ADJ,ROOT
n000016-fn000029-725.7155-727.2205,1,substitution,of,CCONJ,ROOT,eh,INTJ,parataxis
n000016-fn000029-730.3069-731.7397,0,substitution,verdejarig,ADJ,ROOT,verder,ADJ,ROOT
n000016-fn000029-732.9355-733.9663,0,insertion,<ins>,<ins>,<ins>,veertig,NUM,nummod
n000016-fn000029-732.9355-733.9663,1,substitution,verdejarig,ADJ,ROOT,jaar,NOUN,ROOT
n000016-fn000029-737.7977-739.4573,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000016-fn000029-737.7977-739.4573,1,substitution,verdejarig,ADJ,ROOT,wil,VERB,ROOT
n000016-fn000029-737.7977-739.4573,2,substitution,ja,INTJ,nsubj,die,DET,det
n000016-fn000029-737.7977-739.4573,3,substitution,kom,VERB,ROOT,archieven,NOUN,nsubj
n000016-fn000029-737.7977-739.4573,4,substitution,maar,ADV,advmod,komen,VERB,xcomp
n000016-fn000029-743.0752-744.2400,0,substitution,geboren,VERB,ROOT,geboord,VERB,ROOT
n000016-fn000029-745.2296-746.5491,1,substitution,geboren,VERB,ROOT,gebroken,VERB,ROOT
n000016-fn000029-747.1365-748.4044,0,deletion,verdiejarig,ADJ,ROOT,<del>,<del>,<del>
n000016-fn000029-747.1365-748.4044,1,substitution,erover,ADV,ROOT,verdiende,VERB,ROOT
n000016-fn000029-774.6391-775.8761,1,substitution,jarig,ADJ,ROOT,ja,INTJ,parataxis
n000016-fn000029-790.2450-792.8427,2,substitution,sporten,VERB,ROOT,sport,NOUN,ROOT
n000016-fn000029-790.2450-792.8427,4,substitution,cursus,NOUN,ROOT,courses,SYM,fixed
n000016-fn000029-813.8306-816.6241,0,deletion,is,AUX,cop,<del>,<del>,<del>
n000016-fn000029-813.8306-816.6241,1,substitution,geen,DET,det,misschien,ADV,advmod
n000016-fn000029-817.1554-818.9182,1,substitution,voetballen,VERB,ROOT,voetbal,NOUN,ROOT
n000016-fn000029-84.9398-86.5673,0,deletion,heb,AUX,aux,<del>,<del>,<del>
n000016-fn000029-84.9398-86.5673,1,substitution,u,PRON,nsubj,hier,ADV,advmod
n000016-fn000029-84.9398-86.5673,2,substitution,verstaan,VERB,ROOT,staat,VERB,ROOT
n000016-fn000029-842.0752-844.3533,2,substitution,'s,DET,nmod,s,NOUN,ROOT
n000016-fn000029-845.0364-847.7372,3,substitution,'s,DET,nmod,s,NOUN,nmod
n000016-fn000029-848.6103-851.2595,2,substitution,'s,DET,nmod,s,NOUN,ROOT
n000016-fn000029-866.0864-868.1686,2,substitution,'s,DET,nmod,s,NOUN,ROOT
n000016-fn000029-88.9863-90.9117,2,substitution,één,NUM,nummod,een,DET,det
n000016-fn000029-887.3629-889.4305,0,insertion,<ins>,<ins>,<ins>,wat,PRON,nsubj
n000016-fn000029-887.3629-889.4305,2,substitution,voor,ADP,fixed,was,AUX,cop
n000016-fn000029-887.3629-889.4305,3,substitution,feest,NOUN,ROOT,het,PRON,nsubj
n000016-fn000029-889.4305-891.8986,1,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000016-fn000029-909.5114-911.6143,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000016-fn000029-909.5114-911.6143,1,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000016-fn000029-909.5114-911.6143,2,substitution,u,PRON,nsubj,het,PRON,obj
n000016-fn000029-95.3471-97.0490,0,insertion,<ins>,<ins>,<ins>,yes,VERB,ROOT
n000016-fn000029-95.3471-97.0490,1,insertion,<ins>,<ins>,<ins>,dat,PRON,fixed
n000016-fn000029-95.3471-97.0490,2,substitution,verstaan,VERB,ROOT,goed,ADJ,advmod
n000016-fn000029-97.6507-99.0655,2,substitution,één,NUM,nummod,een,DET,det
n000016-fn000029-971.2284-973.6509,0,insertion,<ins>,<ins>,<ins>,kan,AUX,ROOT
n000016-fn000029-971.2284-973.6509,1,substitution,concei,NOUN,ROOT,zij,PRON,nsubj
n000016-fn000029-971.2284-973.6509,3,insertion,<ins>,<ins>,<ins>,eh,INTJ,fixed
n000016-fn000029-974.8641-975.8022,0,substitution,concei,NOUN,ROOT,conseille,NOUN,ROOT
n000016-fn000029-978.0463-980.8604,1,insertion,<ins>,<ins>,<ins>,ja,INTJ,fixed
n000016-fn000029-994.8184-996.6636,2,substitution,lamvlees,NOUN,nmod,lamfilet,NOUN,nmod
n000019-fn000036-107.9913-110.3762,1,substitution,wilt,VERB,obl,we,PRON,nsubj
n000019-fn000036-107.9913-110.3762,4,substitution,in,ADP,case,is,AUX,cop
n000019-fn000036-143.5175-145.7121,1,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-143.5175-145.7121,2,substitution,u,PRON,nsubj,wil,VERB,ROOT
n000019-fn000036-143.5175-145.7121,3,substitution,het,DET,det,je,PRON,nsubj
n000019-fn000036-143.5175-145.7121,4,substitution,liefste,ADJ,obj,uitrusten,VERB,xcomp
n000019-fn000036-160.2251-161.1962,0,substitution,eten,VERB,ROOT,eiter,ADJ,ROOT
n000019-fn000036-171.9267-173.2568,0,substitution,halal,NOUN,ROOT,hallo,INTJ,ROOT
n000019-fn000036-176.3703-178.5835,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-176.3703-178.5835,1,substitution,u,PRON,nsubj,wat,PRON,det
n000019-fn000036-176.3703-178.5835,3,substitution,reisgids,NOUN,obj,reis,NOUN,ROOT
n000019-fn000036-176.3703-178.5835,4,substitution,of,CCONJ,cc,is,AUX,cop
n000019-fn000036-176.3703-178.5835,5,substitution,gaat,VERB,conj,op,ADP,case
n000019-fn000036-176.3703-178.5835,6,substitution,u,PRON,nsubj,pad,NOUN,nmod
n000019-fn000036-178.5835-180.0055,0,insertion,<ins>,<ins>,<ins>,never,SYM,ROOT
n000019-fn000036-178.5835-180.0055,1,substitution,liever,ADV,advmod,saw,SYM,fixed
n000019-fn000036-178.5835-180.0055,2,substitution,zelf,ADV,ROOT,love,SYM,fixed
n000019-fn000036-178.5835-180.0055,3,substitution,de,DET,ROOT,dance,SYM,fixed
n000019-fn000036-190.8587-193.0046,1,insertion,<ins>,<ins>,<ins>,vind,VERB,ROOT
n000019-fn000036-190.8587-193.0046,2,substitution,weet,VERB,ROOT,het,PRON,expl
n000019-fn000036-195.7698-198.7638,2,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-195.7698-198.7638,3,substitution,niet,ADV,advmod,een,DET,det
n000019-fn000036-195.7698-198.7638,4,substitution,vers,ADJ,ROOT,nieuw,ADJ,amod
n000019-fn000036-195.7698-198.7638,5,substitution,kunt,AUX,ROOT,huis,NOUN,obj
n000019-fn000036-195.7698-198.7638,6,substitution,u,PRON,nsubj,gekocht,VERB,ROOT
n000019-fn000036-222.8724-224.4621,3,substitution,loptop,NOUN,nsubj,laptop,NOUN,nsubj
n000019-fn000036-227.8477-230.1666,0,substitution,die,DET,det,de,DET,det
n000019-fn000036-227.8477-230.1666,2,substitution,voor,ADP,case,for,SYM,fixed
n000019-fn000036-235.0733-235.9734,0,substitution,in,ADP,case,en,CCONJ,cc
n000019-fn000036-235.0733-235.9734,1,substitution,welk,DET,ROOT,wil,VERB,ROOT
n000019-fn000036-249.8289-250.7863,0,deletion,nee,INTJ,ROOT,<del>,<del>,<del>
n000019-fn000036-264.9108-266.6317,2,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-264.9108-266.6317,5,substitution,weer,NOUN,obl,werk,NOUN,obl
n000019-fn000036-281.2910-283.8092,1,deletion,vindt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-281.2910-283.8092,2,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-281.2910-283.8092,3,substitution,van,ADP,case,moet,AUX,cop
n000019-fn000036-281.2910-283.8092,4,substitution,het,DET,det,de,DET,det
n000019-fn000036-281.2910-283.8092,5,substitution,weer,NOUN,obl,volgende,VERB,nsubj
n000019-fn000036-291.4597-294.7379,0,deletion,bent,AUX,cop,<del>,<del>,<del>
n000019-fn000036-291.4597-294.7379,1,substitution,u,PRON,nsubj,punt,NOUN,nmod
n000019-fn000036-291.4597-294.7379,4,substitution,dure,ADJ,amod,dus,ADV,advmod
n000019-fn000036-291.4597-294.7379,5,substitution,spullen,NOUN,ROOT,plan,NOUN,ROOT
n000019-fn000036-296.3605-297.4980,0,insertion,<ins>,<ins>,<ins>,hallo,INTJ,ROOT
n000019-fn000036-296.3605-297.4980,1,substitution,horloge,NOUN,ROOT,ja,INTJ,punct
n000019-fn000036-300.3913-302.1842,0,deletion,wilt,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-300.3913-302.1842,1,substitution,u,PRON,nsubj,wordt,VERB,ROOT
n000019-fn000036-300.3913-302.1842,2,substitution,een,DET,ROOT,en,CCONJ,punct
n000019-fn000036-314.0266-315.4854,2,substitution,u,PRON,nsubj,er,ADV,obl
n000019-fn000036-333.5574-335.2523,1,substitution,drie,NUM,nummod,die,DET,det
n000019-fn000036-333.5574-335.2523,2,substitution,ander,ADJ,amod,andere,ADJ,amod
n000019-fn000036-333.5574-335.2523,3,substitution,pers,NOUN,obj,pc's,ADV,obj
n000019-fn000036-336.4035-337.8097,1,substitution,vrienden,NOUN,ROOT,vriendin,NOUN,ROOT
n000019-fn000036-341.2057-343.6663,2,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-341.2057-343.6663,5,substitution,groeten,NOUN,obj,grote,ADJ,ROOT
n000019-fn000036-351.4854-352.9473,1,insertion,<ins>,<ins>,<ins>,vind,VERB,ROOT
n000019-fn000036-351.4854-352.9473,2,substitution,geen,DET,det,het,PRON,expl
n000019-fn000036-351.4854-352.9473,3,substitution,gegrijp,NOUN,ROOT,grappig,ADJ,xcomp
n000019-fn000036-357.2440-359.8239,1,deletion,wilt,VERB,parataxis,<del>,<del>,<del>
n000019-fn000036-357.2440-359.8239,2,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-357.2440-359.8239,3,deletion,deze,DET,det,<del>,<del>,<del>
n000019-fn000036-357.2440-359.8239,4,deletion,groeten,NOUN,obj,<del>,<del>,<del>
n000019-fn000036-357.2440-359.8239,5,substitution,sturen,VERB,ROOT,lang,ADJ,ROOT
n000019-fn000036-357.2440-359.8239,6,substitution,denk,VERB,compound:prt,is,AUX,cop
n000019-fn000036-357.2440-359.8239,7,substitution,aan,ADP,compound:prt,de,DET,det
n000019-fn000036-357.2440-359.8239,8,substitution,een,DET,ROOT,platenstandaard,NOUN,nsubj
n000019-fn000036-359.8239-362.2847,0,deletion,telefoon,NOUN,ROOT,<del>,<del>,<del>
n000019-fn000036-359.8239-362.2847,1,substitution,email,NOUN,ROOT,telefoonnummer,NOUN,ROOT
n000019-fn000036-366.3818-367.6746,0,substitution,u,PRON,nsubj,ik,PRON,nsubj
n000019-fn000036-366.3818-367.6746,1,substitution,kunt,AUX,ROOT,kan,AUX,ROOT
n000019-fn000036-366.3818-367.6746,2,substitution,nu,ADV,ROOT,het,PRON,obj
n000019-fn000036-374.5101-375.6832,0,substitution,eten,VERB,ROOT,eider,NOUN,ROOT
n000019-fn000036-383.2389-384.9091,2,substitution,u,PRON,obj,het,PRON,obj
n000019-fn000036-405.2114-407.1677,4,deletion,euro,NOUN,nmod,<del>,<del>,<del>
n000019-fn000036-407.1677-408.6642,0,substitution,dat,PRON,nsubj,dan,ADV,advmod
n000019-fn000036-408.6642-411.1503,0,deletion,u,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-412.7108-413.9368,0,deletion,ik,PRON,nsubj,<del>,<del>,<del>
n000019-fn000036-412.7108-413.9368,1,deletion,weet,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-412.7108-413.9368,2,substitution,niet,ADV,advmod,vetnet,NOUN,ROOT
n000019-fn000036-425.5300-427.3195,0,substitution,ga,VERB,ROOT,gaan,VERB,ROOT
n000019-fn000036-425.5300-427.3195,1,substitution,wel,ADV,advmod,we,PRON,nsubj
n000019-fn000036-425.5300-427.3195,3,substitution,een,DET,ROOT,één,NUM,ROOT
n000019-fn000036-433.4096-434.9066,0,substitution,waar,ADV,advmod,wat,PRON,obj
n000019-fn000036-433.4096-434.9066,2,substitution,u,PRON,nsubj,hij,PRON,nsubj
n000019-fn000036-433.4096-434.9066,3,substitution,dan,ADV,advmod,doen,VERB,xcomp
n000019-fn000036-436.3735-437.2319,0,substitution,stad,NOUN,ROOT,start,VERB,ROOT
n000019-fn000036-451.0942-453.1354,2,substitution,niet,ADV,advmod,ik,PRON,nsubj
n000019-fn000036-451.0942-453.1354,3,substitution,ge,PROPN,obj,heb,AUX,ROOT
n000019-fn000036-463.5243-465.3190,0,insertion,<ins>,<ins>,<ins>,bij,ADP,case
n000019-fn000036-463.5243-465.3190,1,substitution,beetje,NOUN,obl,de,DET,det
n000019-fn000036-463.5243-465.3190,2,substitution,lopen,VERB,ROOT,euro,NOUN,ROOT
n000019-fn000036-463.5243-465.3190,3,substitution,beetje,NOUN,obl,bij,ADP,case
n000019-fn000036-480.7358-481.5346,0,deletion,vrije,ADJ,amod,<del>,<del>,<del>
n000019-fn000036-480.7358-481.5346,1,substitution,tijd,NOUN,ROOT,rijden,VERB,ROOT
n000019-fn000036-500.3993-501.5809,0,substitution,één,NUM,nummod,en,CCONJ,cc
n000019-fn000036-500.3993-501.5809,1,substitution,jaar,NOUN,ROOT,jij,PRON,ROOT
n000019-fn000036-504.1432-505.5013,0,insertion,<ins>,<ins>,<ins>,ik,PRON,nsubj
n000019-fn000036-504.1432-505.5013,1,insertion,<ins>,<ins>,<ins>,hou,VERB,ROOT
n000019-fn000036-504.1432-505.5013,2,substitution,aan,ADP,case,van,ADP,case
n000019-fn000036-504.1432-505.5013,3,substitution,welk,DET,ROOT,jou,PRON,obl
n000019-fn000036-518.2628-519.4210,0,deletion,feest,NOUN,ROOT,<del>,<del>,<del>
n000019-fn000036-518.2628-519.4210,1,deletion,was,AUX,cop,<del>,<del>,<del>
n000019-fn000036-518.2628-519.4210,2,substitution,u,PRON,nsubj,fietsstraat,NOUN,ROOT
n000019-fn000036-525.4950-527.6939,2,deletion,feest,VERB,ROOT,<del>,<del>,<del>
n000019-fn000036-525.4950-527.6939,3,substitution,ja,INTJ,ROOT,feestje,NOUN,ROOT
n000019-fn000036-531.0291-533.9592,3,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
n000019-fn000036-531.0291-533.9592,4,substitution,u,PRON,nsubj,je,PRON,nsubj
n000019-fn000036-551.8324-554.0444,0,substitution,versieren,VERB,ROOT,dank,VERB,ROOT
n000019-fn000036-551.8324-554.0444,1,substitution,denk,VERB,compound:prt,je,PRON,nsubj
n000019-fn000036-551.8324-554.0444,2,substitution,aan,ADP,punct,nog,ADV,advmod
n000019-fn000036-555.2599-556.0127,0,substitution,bloemen,NOUN,ROOT,bomen,NOUN,ROOT
n000019-fn000036-560.1900-562.8368,2,substitution,cadeau,NOUN,nsubj,cadeaun,NOUN,obj
n000019-fn000036-560.1900-562.8368,3,substitution,wilt,VERB,ROOT,wil,VERB,ROOT
