speech,model,cef,utterance_id,user_id,token_index,error_type,source_word,source_pos,source_pos_group,source_dep,destination_word,destination_pos,destination_pos_group,destination_dep
hmi,chirp,A1,n000016-fn000029-467.7158-469.4785,n000016,1,substitution,u,PRON,closed_class,nsubj,je,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-467.7158-469.4785,n000016,3,substitution,reis,NOUN,open_class,obj,reisje,NOUN,open_class,obj
hmi,chirp,A1,n000016-fn000029-480.7581-483.3248,n000016,0,deletion,wilt,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-480.7581-483.3248,n000016,1,deletion,u,PRON,closed_class,nsubj,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-484.7074-490.7522,n000016,0,deletion,reis,NOUN,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-484.7074-490.7522,n000016,1,deletion,reis,NOUN,open_class,appos,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-484.7074-490.7522,n000016,2,substitution,ver,ADJ,open_class,amod,nice,SYM,other,ROOT
hmi,chirp,A1,n000016-fn000029-484.7074-490.7522,n000016,3,substitution,zek,PROPN,open_class,flat,nice,SYM,other,fixed
hmi,chirp,A1,n000016-fn000029-497.0207-498.1650,n000016,0,substitution,het,DET,closed_class,det,uit,ADP,closed_class,case
hmi,chirp,A1,n000016-fn000029-52.1802-54.4885,n000016,2,substitution,het,DET,closed_class,det,is,AUX,closed_class,ROOT
hmi,chirp,A1,n000016-fn000029-52.1802-54.4885,n000016,4,substitution,of,CCONJ,closed_class,cc,op,ADP,closed_class,case
hmi,chirp,A1,n000016-fn000029-52.1802-54.4885,n000016,5,substitution,winkelen,VERB,open_class,conj,winkel,NOUN,open_class,obl
hmi,chirp,A1,n000016-fn000029-523.3363-525.3670,n000016,1,deletion,mij,PRON,closed_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-523.3363-525.3670,n000016,2,substitution,mij,PRON,closed_class,nmod:poss,mijn,PRON,closed_class,nmod:poss
hmi,chirp,A1,n000016-fn000029-533.7016-536.1343,n000016,2,substitution,tante,NOUN,open_class,parataxis,tand,NOUN,open_class,fixed
hmi,chirp,A1,n000016-fn000029-550.2322-552.0877,n000016,0,substitution,aan,ADP,closed_class,ROOT,en,CCONJ,closed_class,ROOT
hmi,chirp,A1,n000016-fn000029-561.5899-562.6310,n000016,0,substitution,oom,NOUN,open_class,ROOT,om,ADP,closed_class,ROOT
hmi,chirp,A1,n000016-fn000029-59.6288-61.8840,n000016,0,deletion,denk,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-593.2375-594.8482,n000016,0,substitution,bekend,ADJ,open_class,amod,weekend,NOUN,open_class,amod
hmi,chirp,A1,n000016-fn000029-594.8482-597.5639,n000016,0,substitution,mokunt,VERB,open_class,ROOT,god,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-599.2528-601.1908,n000016,0,substitution,van,ADP,closed_class,case,en,CCONJ,closed_class,cc
hmi,chirp,A1,n000016-fn000029-599.2528-601.1908,n000016,1,substitution,quiz,NOUN,open_class,ROOT,cuz,PROPN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,0,deletion,u,PRON,closed_class,nsubj,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,1,deletion,kunt,AUX,closed_class,aux,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,2,deletion,nu,ADV,open_class,advmod,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,3,deletion,vijf,NUM,closed_class,nummod,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,4,deletion,euro,NOUN,open_class,obj,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-603.9296-606.2593,n000016,5,substitution,winnen,VERB,open_class,ROOT,account,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-612.3540-614.4362,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,wat,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-612.3540-614.4362,n000016,1,substitution,uit,ADP,closed_class,case,staat,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-612.3540-614.4362,n000016,2,substitution,stad,NOUN,open_class,ROOT,er,ADV,open_class,advmod
hmi,chirp,A1,n000016-fn000029-612.3540-614.4362,n000016,4,deletion,uw,PRON,closed_class,nmod:poss,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-612.3540-614.4362,n000016,5,substitution,keuze,NOUN,open_class,nmod,haar,PRON,closed_class,obl
hmi,chirp,A1,n000016-fn000029-63.6520-65.0492,n000016,2,substitution,winkels,NOUN,open_class,ROOT,winkel,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-634.9454-636.0175,n000016,1,substitution,lukt,VERB,open_class,ROOT,klopt,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-651.5219-654.1608,n000016,1,substitution,euro,NOUN,open_class,ROOT,uur,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-67.0578-68.7173,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,is,AUX,closed_class,cop
hmi,chirp,A1,n000016-fn000029-67.0578-68.7173,n000016,2,insertion,<ins>,<ins>,<ins>,<ins>,uit,ADP,closed_class,ROOT
hmi,chirp,A1,n000016-fn000029-67.0578-68.7173,n000016,3,substitution,het,DET,closed_class,det,de,DET,closed_class,det
hmi,chirp,A1,n000016-fn000029-675.4270-678.1175,n000016,0,substitution,gaat,VERB,open_class,ROOT,het,DET,closed_class,det
hmi,chirp,A1,n000016-fn000029-675.4270-678.1175,n000016,1,substitution,wel,ADV,open_class,advmod,spel,NOUN,open_class,nsubj
hmi,chirp,A1,n000016-fn000029-675.4270-678.1175,n000016,2,substitution,eens,ADV,open_class,advmod,is,AUX,closed_class,cop
hmi,chirp,A1,n000016-fn000029-698.2956-699.8006,n000016,1,substitution,mij,PRON,closed_class,nmod:poss,mijn,PRON,closed_class,nmod:poss
hmi,chirp,A1,n000016-fn000029-712.9618-715.2194,n000016,4,insertion,<ins>,<ins>,<ins>,<ins>,eh,INTJ,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-717.8522-719.1407,n000016,0,deletion,vier,NUM,closed_class,nummod,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-717.8522-719.1407,n000016,1,substitution,vieren,NOUN,open_class,ROOT,verver,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-719.5324-721.8106,n000016,0,deletion,ver,ADJ,open_class,advmod,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-719.5324-721.8106,n000016,1,deletion,die,DET,closed_class,det,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-719.5324-721.8106,n000016,2,substitution,jaren,NOUN,open_class,obl,verdia,PROPN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-719.5324-721.8106,n000016,3,substitution,ver,ADJ,open_class,ROOT,verdia,PROPN,open_class,flat
hmi,chirp,A1,n000016-fn000029-723.0385-725.0692,n000016,0,deletion,de,DET,closed_class,det,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-723.0385-725.0692,n000016,1,substitution,verdiejaar,NOUN,open_class,ROOT,verder,ADJ,open_class,amod
hmi,chirp,A1,n000016-fn000029-723.0385-725.0692,n000016,2,substitution,jarig,ADJ,open_class,ROOT,jaar,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-725.7155-727.2205,n000016,0,substitution,felici,NOUN,open_class,ROOT,filiciëf,ADJ,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-725.7155-727.2205,n000016,1,substitution,of,CCONJ,closed_class,ROOT,eh,INTJ,open_class,parataxis
hmi,chirp,A1,n000016-fn000029-730.3069-731.7397,n000016,0,substitution,verdejarig,ADJ,open_class,ROOT,verder,ADJ,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-732.9355-733.9663,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,veertig,NUM,closed_class,nummod
hmi,chirp,A1,n000016-fn000029-732.9355-733.9663,n000016,1,substitution,verdejarig,ADJ,open_class,ROOT,jaar,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-737.7977-739.4573,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,ik,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-737.7977-739.4573,n000016,1,substitution,verdejarig,ADJ,open_class,ROOT,wil,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-737.7977-739.4573,n000016,2,substitution,ja,INTJ,open_class,nsubj,die,DET,closed_class,det
hmi,chirp,A1,n000016-fn000029-737.7977-739.4573,n000016,3,substitution,kom,VERB,open_class,ROOT,archieven,NOUN,open_class,nsubj
hmi,chirp,A1,n000016-fn000029-737.7977-739.4573,n000016,4,substitution,maar,ADV,open_class,advmod,komen,VERB,open_class,xcomp
hmi,chirp,A1,n000016-fn000029-743.0752-744.2400,n000016,0,substitution,geboren,VERB,open_class,ROOT,geboord,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-745.2296-746.5491,n000016,1,substitution,geboren,VERB,open_class,ROOT,gebroken,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-747.1365-748.4044,n000016,0,deletion,verdiejarig,ADJ,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-747.1365-748.4044,n000016,1,substitution,erover,ADV,open_class,ROOT,verdiende,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-774.6391-775.8761,n000016,1,substitution,jarig,ADJ,open_class,ROOT,ja,INTJ,open_class,parataxis
hmi,chirp,A1,n000016-fn000029-790.2450-792.8427,n000016,2,substitution,sporten,VERB,open_class,ROOT,sport,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-790.2450-792.8427,n000016,4,substitution,cursus,NOUN,open_class,ROOT,courses,SYM,other,fixed
hmi,chirp,A1,n000016-fn000029-813.8306-816.6241,n000016,0,deletion,is,AUX,closed_class,cop,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-813.8306-816.6241,n000016,1,substitution,geen,DET,closed_class,det,misschien,ADV,open_class,advmod
hmi,chirp,A1,n000016-fn000029-817.1554-818.9182,n000016,1,substitution,voetballen,VERB,open_class,ROOT,voetbal,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-84.9398-86.5673,n000016,0,deletion,heb,AUX,closed_class,aux,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-84.9398-86.5673,n000016,1,substitution,u,PRON,closed_class,nsubj,hier,ADV,open_class,advmod
hmi,chirp,A1,n000016-fn000029-84.9398-86.5673,n000016,2,substitution,verstaan,VERB,open_class,ROOT,staat,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-842.0752-844.3533,n000016,2,substitution,'s,DET,closed_class,nmod,s,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-845.0364-847.7372,n000016,3,substitution,'s,DET,closed_class,nmod,s,NOUN,open_class,nmod
hmi,chirp,A1,n000016-fn000029-848.6103-851.2595,n000016,2,substitution,'s,DET,closed_class,nmod,s,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-866.0864-868.1686,n000016,2,substitution,'s,DET,closed_class,nmod,s,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-88.9863-90.9117,n000016,2,substitution,één,NUM,closed_class,nummod,een,DET,closed_class,det
hmi,chirp,A1,n000016-fn000029-887.3629-889.4305,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,wat,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-887.3629-889.4305,n000016,2,substitution,voor,ADP,closed_class,fixed,was,AUX,closed_class,cop
hmi,chirp,A1,n000016-fn000029-887.3629-889.4305,n000016,3,substitution,feest,NOUN,open_class,ROOT,het,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-889.4305-891.8986,n000016,1,deletion,u,PRON,closed_class,nsubj,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000016-fn000029-909.5114-911.6143,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,ik,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-909.5114-911.6143,n000016,1,substitution,wilt,VERB,open_class,ROOT,wil,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-909.5114-911.6143,n000016,2,substitution,u,PRON,closed_class,nsubj,het,PRON,closed_class,obj
hmi,chirp,A1,n000016-fn000029-95.3471-97.0490,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,yes,VERB,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-95.3471-97.0490,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,dat,PRON,closed_class,fixed
hmi,chirp,A1,n000016-fn000029-95.3471-97.0490,n000016,2,substitution,verstaan,VERB,open_class,ROOT,goed,ADJ,open_class,advmod
hmi,chirp,A1,n000016-fn000029-97.6507-99.0655,n000016,2,substitution,één,NUM,closed_class,nummod,een,DET,closed_class,det
hmi,chirp,A1,n000016-fn000029-971.2284-973.6509,n000016,0,insertion,<ins>,<ins>,<ins>,<ins>,kan,AUX,closed_class,ROOT
hmi,chirp,A1,n000016-fn000029-971.2284-973.6509,n000016,1,substitution,concei,NOUN,open_class,ROOT,zij,PRON,closed_class,nsubj
hmi,chirp,A1,n000016-fn000029-971.2284-973.6509,n000016,3,insertion,<ins>,<ins>,<ins>,<ins>,eh,INTJ,open_class,fixed
hmi,chirp,A1,n000016-fn000029-974.8641-975.8022,n000016,0,substitution,concei,NOUN,open_class,ROOT,conseille,NOUN,open_class,ROOT
hmi,chirp,A1,n000016-fn000029-978.0463-980.8604,n000016,1,insertion,<ins>,<ins>,<ins>,<ins>,ja,INTJ,open_class,fixed
hmi,chirp,A1,n000016-fn000029-994.8184-996.6636,n000016,2,substitution,lamvlees,NOUN,open_class,nmod,lamfilet,NOUN,open_class,nmod
hmi,chirp,A1,n000019-fn000036-107.9913-110.3762,n000019,1,substitution,wilt,VERB,open_class,obl,we,PRON,closed_class,nsubj
hmi,chirp,A1,n000019-fn000036-107.9913-110.3762,n000019,4,substitution,in,ADP,closed_class,case,is,AUX,closed_class,cop
hmi,chirp,A1,n000019-fn000036-143.5175-145.7121,n000019,1,deletion,wilt,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000019-fn000036-143.5175-145.7121,n000019,2,substitution,u,PRON,closed_class,nsubj,wil,VERB,open_class,ROOT
hmi,chirp,A1,n000019-fn000036-143.5175-145.7121,n000019,3,substitution,het,DET,closed_class,det,je,PRON,closed_class,nsubj
hmi,chirp,A1,n000019-fn000036-143.5175-145.7121,n000019,4,substitution,liefste,ADJ,open_class,obj,uitrusten,VERB,open_class,xcomp
hmi,chirp,A1,n000019-fn000036-160.2251-161.1962,n000019,0,substitution,eten,VERB,open_class,ROOT,eiter,ADJ,open_class,ROOT
hmi,chirp,A1,n000019-fn000036-171.9267-173.2568,n000019,0,substitution,halal,NOUN,open_class,ROOT,hallo,INTJ,open_class,ROOT
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,0,deletion,wilt,VERB,open_class,ROOT,<del>,<del>,<del>,<del>
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,1,substitution,u,PRON,closed_class,nsubj,wat,PRON,closed_class,det
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,3,substitution,reisgids,NOUN,open_class,obj,reis,NOUN,open_class,ROOT
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,4,substitution,of,CCONJ,closed_class,cc,is,AUX,closed_class,cop
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,5,substitution,gaat,VERB,open_class,conj,op,ADP,closed_class,case
hmi,chirp,A1,n000019-fn000036-176.3703-178.5835,n000019,6,substitution,u,PRON,closed_class,nsubj,pad,NOUN,open_class,nmod
hmi,chirp,A1,n000019-fn000036-178.5835-180.0055,n000019,0,insertion,<ins>,<ins>,<ins>,<ins>,never,SYM,other,ROOT
hmi,chirp,A1,n000019-fn000036-178.5835-180.0055,n000019,1,substitution,liever,ADV,open_class,advmod,saw,SYM,other,fixed
hmi,chirp,A1,n000019-fn000036-178.5835-180.0055,n000019,2,substitution,zelf,ADV,open_class,ROOT,love,SYM,other,fixed
hmi,chirp,A1,n000019-fn000036-178.5835-180.0055,n000019,3,substitution,de,DET,closed_class,ROOT,dance,SYM,other,fixed
hmi,chirp,A1,n000019-fn000036-190.8587-193.0046,n000019,1,insertion,<ins>,<ins>,<ins>,<ins>,vind,VERB,open_class,ROOT
